scorer,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel,Daniel
individuals,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus1,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus2,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3,mus3
bodyparts,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
129,2.408769501661254,1.0,2.368111056369208,1.0,3.4731081868026754,1.0,3.366149871972541,1.0,0.16398131218065032,1.0,7.654244490463124,1.0,6.042403737124501,1.0,6.285112839499432,1.0,3.926203340509034,1.0,2.46988106318396,1.0,4.926396260565103,1.0,0.8914140233411612,1.0,1.6456969481589263,1.0,3.6926119123329175,1.0,2.1882991777395717,1.0,5.821055855268252,1.0,4.121749745100654,1.0,3.2468871459584188,1.0,4.46441950580909,1.0,2.897833148291276,1.0,2.6434939194881864,1.0,9.435656791063742,1.0,1.1558592154154026,1.0,2.873310979896643,1.0,2.4128672683069157,1.0,2.0226926428583965,1.0,2.526516303253092,1.0,3.673324373560807,1.0,2.206109454022207,1.0,2.6599723822860986,1.0,2.3799124065076853,1.0,4.092329768803568,1.0,4.0436932886453345,1.0,,,2.574930002178207,1.0,4.518901425571589,0.9559999704360962
130,1.2412419151748795,1.0,0.5085660363721443,1.0,1.8925509750593639,1.0,1.3369298595079104,1.0,0.466675834165643,1.0,1.863957364818514,1.0,1.1875763595438817,1.0,0.7181036588698692,1.0,1.7404464581749597,1.0,3.25889262119816,1.0,3.221028440657989,1.0,2.7294549252404785,1.0,3.0245634064962266,1.0,3.1359911286870465,1.0,1.4589697766947252,1.0,2.7632621522540552,1.0,0.8221214460749454,1.0,2.433481864641041,1.0,2.670812957838323,1.0,2.4445098233430014,1.0,1.6053761059382627,1.0,1.3435572909326743,1.0,2.832112493373763,1.0,0.5977659915375094,1.0,0.8289775293131907,1.0,1.0456954156111355,1.0,2.708861101795653,1.0,0.3660860201737964,1.0,3.125539397470319,1.0,2.1372885648188906,1.0,0.8125274637291319,1.0,2.327516304629768,1.0,2.4318675740444995,1.0,2.3495808811931433,1.0,1.8357240534230204,1.0,0.4043041550924629,1.0
131,2.264491423946175,1.0,2.3353919063635487,1.0,4.004013184789405,1.0,3.3081174243236178,1.0,5.702792283341654,1.0,5.398122492926123,1.0,5.808998301625136,1.0,6.553403754226833,1.0,4.39673040125172,1.0,0.8349649496161674,1.0,1.3736518367167283,1.0,1.0395827720704802,1.0,3.2577042025941507,1.0,1.1313613219044056,1.0,6.479073538097579,1.0,4.018629522410866,1.0,6.978345690221168,1.0,4.75959842441466,1.0,5.923668056799048,1.0,3.935021323654253,1.0,10.595240913230768,1.0,5.281807174331065,1.0,6.289456144184879,1.0,11.161219316756007,1.0,1.3310862006997213,1.0,2.8599489766676185,1.0,3.471374845647615,1.0,7.476606057486214,1.0,4.051708820868221,1.0,3.3257455785299017,1.0,3.9859504572077866,1.0,3.0217278822193547,1.0,5.031047594331861,1.0,4.073938687455259,1.0,2.1086252760589286,1.0,3.359072568056537,1.0
132,2.252821209306123,1.0,2.392148986587593,1.0,0.9275928455570933,1.0,9.166219167774223,1.0,0.8693340056036661,1.0,1.185903981098384,1.0,1.4846016785008784,1.0,2.909602290832751,1.0,2.68605374815211,1.0,2.9631303236147333,1.0,1.4930674406490114,1.0,5.1658483360631875,1.0,1.8096446606905083,1.0,2.610887213290224,1.0,3.173733629016124,1.0,2.214476286642235,1.0,3.7968412663048867,1.0,3.483287186434706,1.0,3.956146819873558,1.0,3.5253279158206876,1.0,1.7543939767955838,1.0,4.408968208197773,1.0,0.1593131095743897,1.0,2.4054522684487907,1.0,2.763810635538436,1.0,1.0033989405592108,1.0,3.0420580351798288,1.0,0.7140322266797476,1.0,2.968862362457385,1.0,10.27943910118745,1.0,8.05575253182935,1.0,2.4385706791069635,1.0,7.218974604684479,1.0,2.4356309644684377,1.0,3.1254251356647647,1.0,7.201165582588688,1.0
133,3.8905028104842208,1.0,1.6419287317656088,1.0,4.0197071321742355,1.0,6.0959170039312,1.0,3.315833977067566,1.0,1.4454372487971179,1.0,3.69727966011602,1.0,1.987457033026812,1.0,4.334988348224084,1.0,5.747923249934418,1.0,0.8101311716058106,1.0,2.0559938405831812,1.0,2.6116411651381664,1.0,2.0421911894991474,1.0,4.2672897661426035,1.0,6.036190418060205,1.0,5.173605574137221,1.0,8.604510411381858,1.0,4.912457345731501,1.0,1.5198611511472773,1.0,5.693408229256123,1.0,4.074360694000025,1.0,2.4357015165354445,1.0,1.3468069812504684,1.0,2.4033202872988064,1.0,4.695520801690339,1.0,2.749144626864526,1.0,1.6306132818863988,1.0,3.7207011637511394,1.0,6.461266746966298,1.0,3.9392550085777547,1.0,1.852409457096902,1.0,2.5791318386228985,1.0,7.319670118538365,1.0,2.0054908907241957,1.0,4.9948184082119775,1.0
134,1.5209554296008672,1.0,0.7434406563158404,1.0,0.9721202294574487,1.0,2.529733522257648,1.0,1.2764359630464577,1.0,0.6476898844533049,1.0,2.081129810210809,1.0,2.740736042296097,1.0,2.106595256285797,1.0,3.105910060520228,1.0,1.9811078808346494,1.0,1.1963398499849252,1.0,,,1.7186017548492516,1.0,0.9812691416926266,1.0,,,1.5253698842195502,1.0,1.265310221934131,1.0,1.7717532553776136,1.0,1.2871837062337326,1.0,1.9434231754529838,1.0,1.3085302621224886,1.0,1.347851628348375,1.0,2.1779853153859334,1.0,1.8790306976961282,1.0,1.173457469982078,1.0,2.6986575130411152,1.0,1.347712066083374,1.0,0.9051443699022308,1.0,0.4987806063497819,1.0,1.3254999282905158,1.0,2.2395095451539686,1.0,2.496167149052706,1.0,1.3447666922559647,1.0,1.661293543843239,1.0,2.0819652282084693,1.0
135,1.2755182457812917,1.0,1.5551146014766553,1.0,1.6371110033461502,1.0,1.9992346916883665,1.0,2.0870435418139976,1.0,2.6306010436054077,1.0,2.314241839192758,1.0,1.0234229632144494,1.0,1.3799043011551606,1.0,4.813153052794211,1.0,0.9945273720262928,1.0,1.4049345498106336,1.0,0.8879455280558954,1.0,2.6754721768712133,1.0,1.4361434899085337,1.0,0.5964171081494415,1.0,0.9660606296831523,1.0,1.0502680302915932,1.0,1.5444406146920273,1.0,1.9397475253511696,1.0,2.530900628920963,1.0,0.4553673333810873,1.0,2.2247628465403637,1.0,2.612588837951825,1.0,2.6329235003791163,1.0,0.7582942821302976,1.0,1.5952341153733445,1.0,0.9569782680448589,1.0,1.2418334799361224,1.0,2.02827467936409,1.0,0.5200814669397356,1.0,2.7078097468812055,1.0,1.8740722058419272,1.0,0.3031121471382691,1.0,1.2343995432281143,1.0,3.0216809980942765,1.0
136,2.8630200021295846,1.0,4.095596276332548,1.0,1.1849583983799858,1.0,3.052838237660354,1.0,2.493694262452379,1.0,3.3520242826052176,1.0,0.08775149200192825,1.0,1.3572751423212124,1.0,0.26529609789894043,1.0,0.8095918818269147,1.0,3.0217346582244407,1.0,1.9482395985542702,1.0,1.5163757706116914,1.0,1.9321373959932917,1.0,2.8881053768127183,1.0,3.341989818464664,1.0,2.7508193061600106,1.0,1.223759442032942,1.0,1.7892045417248543,1.0,0.7253845701433008,1.0,1.87451620212359,1.0,1.7579613083884797,1.0,3.6534622296370416,1.0,1.5517566402185023,1.0,1.2065783166469903,1.0,1.776513412134554,1.0,2.083075913039385,1.0,2.1086622815262874,1.0,1.6017012037034941,1.0,0.1774618011636573,1.0,2.8257875064365376,1.0,2.930996342626436,1.0,3.0356680340750204,1.0,,,0.798374852751151,1.0,0.9269428441879308,1.0
137,3.184068941742495,1.0,2.1335708463992655,1.0,0.8241601933995856,1.0,1.3471291444839744,1.0,0.9165437027287848,1.0,0.32567162980220293,1.0,1.2610443012962864,1.0,3.1820426649837796,1.0,0.9730446467245326,1.0,3.649866118468714,1.0,2.15811017254245,1.0,1.6244513834006604,1.0,1.2909857747218814,1.0,2.291095484222495,1.0,0.6689871325115229,1.0,2.8564081364630383,1.0,0.39921696084351993,1.0,1.1451688626443308,1.0,1.0616512359069956,1.0,2.173560657576131,1.0,,,3.1842734262108987,1.0,2.6501190290028807,1.0,1.7907545704778616,1.0,1.9181429052838428,1.0,0.23268157694566607,1.0,1.8499587158610158,1.0,0.1743347602948283,1.0,1.164956048422924,1.0,1.8730393509292456,1.0,1.8443713312784664,1.0,0.5684578890195707,1.0,0.5876187830490969,1.0,4.775356314787712,1.0,0.6569113706385498,1.0,1.1009215354217734,1.0
138,0.4844845464609487,1.0,1.3971432819080984,1.0,3.3686729104204036,1.0,1.3539642142483959,1.0,0.5548660083677603,1.0,6.6449304598631675,1.0,5.516776015881357,1.0,1.9727659099285937,1.0,5.11263317335769,1.0,2.072785039999043,1.0,1.6026672123936814,1.0,2.2936493961361357,1.0,2.9861948555779643,1.0,2.985087466301083,1.0,1.279183707090165,1.0,3.79451172309314,1.0,1.0886460608689899,1.0,6.521122499161424,1.0,12.235728138108467,1.0,9.18402167554727,1.0,7.716295246066394,1.0,4.651487082451987,1.0,4.472482552174798,1.0,8.092430518197746,1.0,1.876797754906455,1.0,2.7848090280086346,1.0,1.7244587409047059,1.0,4.234581098340666,1.0,3.5634432366806026,1.0,9.044807934843803,1.0,12.04341564106714,1.0,10.637613436308902,1.0,2.3525139466386955,1.0,5.631003986942323,1.0,0.650083218839519,1.0,5.563446642738472,1.0
139,2.2933134581853776,1.0,0.4475805858026059,1.0,0.9750255347805094,1.0,1.7282688053922772,1.0,1.913229253010086,1.0,0.6709525746127546,1.0,1.0057436248021314,1.0,2.2794510715584484,1.0,0.9020299795521914,1.0,0.3690591630957608,1.0,0.3095661541831101,1.0,1.6989610636503472,1.0,0.5916462672091033,1.0,2.75673509828301,1.0,1.2521455165332676,1.0,2.8889863624753165,1.0,1.2773089340581198,1.0,1.5077340466895968,1.0,1.5862053770911564,1.0,1.6677202014572212,1.0,0.5190719222465556,1.0,0.32091302616066747,1.0,2.6459452183205823,1.0,1.1333993118845989,1.0,2.1869140163827847,1.0,0.9355232251361469,1.0,1.9925341267427703,1.0,2.329635142652037,1.0,1.7032601452158955,1.0,2.3240548263227,1.0,2.2074164066987523,1.0,1.1738075020900465,1.0,3.1935795786012027,1.0,2.0622332464469624,1.0,1.7113612074883386,1.0,3.2004568469130312,1.0
140,3.0386630930980267,1.0,2.30664819074058,1.0,0.1104643856017165,1.0,1.414184903777001,1.0,2.7470446470980625,1.0,1.079825097293194,1.0,2.055612755107536,1.0,1.7367511694363693,1.0,2.9266636233511676,1.0,1.3366063369165704,1.0,1.6163542054406532,1.0,0.7584861003716847,1.0,1.9259429810190194,1.0,2.694220559493733,1.0,1.4394067685115735,1.0,3.1098548495457163,1.0,2.250251459137154,1.0,1.670963046894871,1.0,0.869658337468807,1.0,1.0645254488073654,1.0,0.8500630518770801,1.0,0.8978075235973433,1.0,0.4527446754185972,1.0,2.3800956096593415,1.0,4.198502496401817,1.0,2.141753905243034,1.0,1.0406436958424994,1.0,2.9786745627052027,1.0,1.0067716031655445,1.0,0.5117227445539706,1.0,1.4703848747468873,1.0,1.4515729977698697,1.0,0.4256257643656619,1.0,1.7971173376833423,1.0,0.892510555693838,1.0,0.5254738598299646,1.0
141,0.4248932252764712,1.0,0.43961343371644984,1.0,2.017297372132803,1.0,0.6825969880706595,1.0,1.7391856269304262,1.0,0.724483946894112,1.0,0.9859175358931347,1.0,2.9124866007100314,1.0,2.552257090292645,1.0,0.41791178987915006,1.0,2.6168562324567004,1.0,2.944544674321006,1.0,1.0781674917097561,1.0,3.1184670051067753,1.0,0.671523141378412,1.0,1.4137559016170664,1.0,2.8360470050547697,1.0,1.180642258097842,1.0,1.9203845704736617,1.0,2.1005341111291314,1.0,0.44420458965074217,1.0,3.3494248020317463,1.0,1.3828967056423127,1.0,1.4169592410163097,1.0,0.7965744078727365,1.0,1.7641655969926986,1.0,1.4943381722931628,1.0,2.865584731071392,1.0,1.2917945541385296,1.0,0.38550350036983244,1.0,0.7028296122282273,1.0,0.6817568069835698,1.0,1.022303017213041,1.0,2.9394063679309985,1.0,2.531115069674244,1.0,1.4883439099841185,1.0
142,0.07636443530858979,1.0,1.1791018790050047,1.0,1.8299602891025275,1.0,1.9819209811192198,1.0,0.4969249318920866,1.0,2.0695675498336987,1.0,1.5119577972524896,1.0,1.4825612807303181,1.0,2.484709803238495,1.0,1.816603731425611,1.0,0.7390920036657733,1.0,1.2971126276815563,1.0,3.3036971919504654,1.0,2.2241632492206085,1.0,2.8231632217373828,1.0,1.5342002324563464,1.0,2.46885424241541,1.0,0.9420684073071389,1.0,0.7885766082165001,1.0,3.8219648966518736,1.0,2.2003706692490876,1.0,1.7595381290936638,1.0,3.710093363662539,1.0,2.0782143271049254,1.0,0.3431304177183178,1.0,3.3951684865141214,1.0,3.7266672987292395,1.0,0.9464152973464652,1.0,1.179433086068058,1.0,1.2012092340242342,1.0,1.5900109000929754,1.0,1.4070205249693404,1.0,2.4437291932522225,1.0,1.4589416994398094,1.0,0.09468085889003917,1.0,3.1957495076334266,1.0
143,1.9030432005789748,1.0,2.255692881967999,1.0,2.007437135539182,1.0,0.7297408890043537,1.0,0.9118540597991156,1.0,1.8917547337042107,1.0,0.06637026210292829,1.0,2.457890618444081,1.0,1.3779882893685356,1.0,1.529442827577091,1.0,0.761130834426205,1.0,0.38089144365348104,1.0,2.0000179815000765,1.0,1.305407943538398,1.0,1.212071712432475,1.0,1.7545658010671537,1.0,1.0482814851383166,1.0,1.6016623609308724,1.0,0.7864805687751231,1.0,1.4078420960515499,1.0,0.46124922955315356,1.0,0.5224320247358462,1.0,1.6025873956121448,1.0,1.6275967293697273,1.0,1.5367760016227565,1.0,0.7794359677618865,1.0,1.8512377360648116,1.0,3.0231825148492057,1.0,2.2797998173906597,1.0,0.8659013733622086,1.0,2.864438224840766,1.0,0.8462340845645683,1.0,2.3952550117715634,1.0,3.266295642928755,1.0,2.000795755603601,1.0,2.981230756151179,1.0
144,1.7184454074684172,1.0,2.57151818370102,1.0,4.164126989350555,1.0,0.6370174272821506,1.0,2.9439955415895356,1.0,7.165731711607751,1.0,2.3225064723968503,1.0,2.189245511034118,1.0,2.384825775762105,1.0,7.773668831450634,1.0,2.538596654140445,1.0,2.295367523625932,1.0,1.2595220451227558,1.0,4.2600821210842295,1.0,7.736086568552142,1.0,1.225578803291387,1.0,9.833280088991206,1.0,10.703753039738375,1.0,13.385644571950913,1.0,9.672971116996257,1.0,0.6660387261004493,1.0,3.1394645801462424,1.0,1.4097494592595075,1.0,1.5329295354543182,1.0,2.7002381141745944,1.0,1.923109806982407,1.0,2.699468134032002,1.0,9.375843793717303,1.0,2.5552229310595167,1.0,3.374775409338229,1.0,4.791873602637929,1.0,3.379689202515683,1.0,5.728137470326442,1.0,3.19281046678257,1.0,4.03570477637323,1.0,3.562855055176078,1.0
145,1.362537043284775,1.0,2.915458636739328,1.0,1.272036512590988,1.0,1.0786237732599906,1.0,1.7044716378485885,1.0,0.639965870367607,1.0,1.8288827561046268,1.0,1.0378624794993552,1.0,2.1541015344274372,1.0,1.4698965506312844,1.0,0.7649290066305007,1.0,0.11891563154427734,1.0,1.0148097286337128,1.0,2.084741183535593,1.0,2.03528777881685,1.0,2.2570720486442872,1.0,1.5166128289788527,1.0,1.062806622424593,1.0,1.670313426945067,1.0,2.2376623888751506,1.0,1.8679624131958048,1.0,2.986368221747029,1.0,1.4167704832937347,1.0,1.9377683518298519,1.0,2.7436823496137888,1.0,1.2582720420726017,1.0,0.04531009144902926,1.0,2.0507682439390647,1.0,3.0025197420726544,1.0,1.0325002088688793,1.0,3.915376845298058,1.0,0.751259612392041,1.0,1.0382504200196458,1.0,1.348760618315045,1.0,2.293354606787011,1.0,1.793485883605866,1.0
146,0.3660298365036725,1.0,4.672637643657298,1.0,2.9500202448357333,1.0,2.42611554008673,1.0,2.659844518723635,1.0,1.9482005757947982,1.0,0.7344698050688776,1.0,2.4144545549735827,1.0,1.1575336049662113,1.0,0.5237871530202725,1.0,2.863007128102484,1.0,0.20617777594781314,1.0,0.6381907161545896,1.0,1.5678321102260804,1.0,1.3166750037517798,1.0,4.249645334382538,1.0,0.38457843366285543,1.0,2.385018318776869,1.0,1.181694345083126,1.0,0.913135542804184,1.0,2.699470904873977,1.0,2.0735650871434523,1.0,2.5964313119277462,1.0,1.4200101019908433,1.0,0.7179795192578642,1.0,1.9571095086651153,1.0,1.7983434934569758,1.0,4.33958074456374,1.0,0.9311012577266916,1.0,2.3050482687000087,1.0,1.0203879986158004,1.0,2.1265573987823942,1.0,1.1897811434709338,1.0,,,1.7020007648052284,1.0,0.8307348800163632,1.0
147,0.854863442503762,1.0,0.9968686199897683,1.0,1.6721653844733781,1.0,0.9866140103934923,1.0,2.5195230763262644,1.0,0.5804519085152677,1.0,0.9853507214929907,1.0,1.6013922838024472,1.0,1.7701243580814674,1.0,0.5731619724807749,1.0,0.7214762388286159,1.0,2.025930668856356,1.0,2.4211280302178784,1.0,0.9848315610332088,1.0,1.9569055698682039,1.0,1.1831016885629377,1.0,2.31418384540374,1.0,2.2790965316797407,1.0,2.7251740988840525,1.0,1.4985572241840341,1.0,2.287761303051359,1.0,1.4776697613179148,1.0,1.4532782547152816,1.0,2.9825081593301017,1.0,1.3095505662173528,1.0,1.2397518451678151,1.0,2.8070473144545236,1.0,2.030851714621997,1.0,2.57498952939821,1.0,0.5413917528924208,1.0,1.4986078376385925,1.0,3.2199717845233695,1.0,1.9722279396788631,1.0,0.6575112346316498,1.0,0.6499312057083153,1.0,3.6845823468146177,1.0
148,0.839810022633013,1.0,0.5397558922119514,1.0,1.0879629537797342,1.0,3.658574771030698,1.0,3.2113237448068683,1.0,3.9424283802570237,1.0,3.6600262914175516,1.0,3.611382243695216,1.0,0.24711266849792113,1.0,2.7588752363986346,1.0,1.8463521218405565,1.0,3.644765547158219,1.0,2.3684231824022413,1.0,2.108078607695719,1.0,1.7693905997358998,1.0,1.6047106433251732,1.0,0.5738771618615637,1.0,1.9076571185828939,1.0,3.0239176375507584,1.0,1.9571230558136052,1.0,2.4711921657700016,1.0,6.059335541720295,1.0,1.3122501963873168,1.0,4.588347164926899,1.0,1.0920977756290169,1.0,2.6610356988213755,1.0,3.474880441142411,1.0,2.4131963813595942,1.0,3.4063090395890967,1.0,1.9533330729117377,1.0,5.719867980301325,1.0,5.777137050194772,1.0,5.5938437969927,1.0,5.778672251557272,1.0,4.405143982250968,1.0,3.7371570995181864,1.0
149,2.0508224592919566,1.0,3.724123183947542,1.0,4.61033125964847,1.0,3.0412901796293275,1.0,6.707765792927384,1.0,5.748044239863787,1.0,3.167772446259856,1.0,1.0901205619836074,1.0,3.6148727839317982,1.0,1.2981747020315897,1.0,1.7527125443524831,1.0,9.589015193798605,1.0,3.9217302632063813,1.0,1.2763330884064992,1.0,6.204331210138617,1.0,4.6785541973846065,1.0,6.863464965047223,1.0,4.876497653666455,1.0,5.816145510710658,1.0,4.132295663870091,1.0,3.830505875136634,1.0,2.650446948232226,1.0,3.990097323934476,1.0,5.962376668200777,1.0,2.4011247164628755,1.0,0.8215395235999986,1.0,3.326810925800427,1.0,2.1675046340524053,1.0,3.113816661471904,1.0,3.7413798118334314,1.0,3.9069366279063447,1.0,5.734497229767616,1.0,3.82036383739304,1.0,5.811684960864867,1.0,2.0495159843106148,1.0,7.852351530694137,1.0
150,3.67057939011134,1.0,3.3533974100484656,1.0,4.5616720389659555,1.0,1.586956305329462,1.0,2.5186149014733505,1.0,9.408685240327982,1.0,13.594153733492222,1.0,10.361227132464924,1.0,11.55889592158322,0.3370000123977661,2.372025303809329,0.40299999713897705,8.044879432897579,1.0,4.6894898743929865,0.20999999344348907,2.017336076902744,1.0,2.192626807912994,1.0,2.2859831136367172,1.0,3.1585555064985207,1.0,1.489540462739661,1.0,0.6250698554148739,1.0,1.0233797921755738,1.0,1.315373904850928,1.0,3.748607257726905,1.0,5.7835386367780135,0.9679999947547913,3.4567766933045663,1.0,4.110989978210699,1.0,2.5880733050694866,1.0,3.216123978310258,1.0,0.8623091117893409,1.0,5.3992089900544435,1.0,0.8693416290104997,1.0,3.7190646300417556,1.0,1.5151077287670478,1.0,3.6205761973172224,1.0,,,,,21.760849325509888,0.859000027179718,6.789242501452129,1.0
151,2.5242362840940618,1.0,1.4296595647612178,1.0,1.515545212745646,1.0,0.817488406710165,1.0,2.3892048052808015,1.0,2.625274800801643,1.0,1.3980552386453706,1.0,2.329899772392327,1.0,1.7096874307348768,1.0,5.971628483723957,1.0,1.2360686664157496,1.0,2.375730720219406,1.0,0.8891191978242855,1.0,3.109524901978534,1.0,1.9065285567837345,1.0,1.9195555547578498,1.0,1.082907094083845,1.0,2.4840568274174295,1.0,1.1149129955884924,1.0,2.414717424118361,1.0,1.5089340784218293,1.0,1.7182753976765863,1.0,1.217352473811521,1.0,3.2629439320831914,1.0,2.5764675786175406,1.0,0.8306890695143693,1.0,1.5534089969691947,1.0,2.2253265736006558,1.0,0.7461049050525019,1.0,1.4341055534886795,1.0,0.9042263878864673,1.0,3.890431296299792,1.0,2.9270301880620235,1.0,4.477047645410441,1.0,3.1565206677566766,1.0,,
152,3.319055964481469,1.0,1.1197642152364145,1.0,3.2229641972273826,1.0,5.12495209166841,1.0,2.9101790932909806,1.0,1.0304524002845608,1.0,1.2638344016261454,1.0,2.9271254756509215,1.0,3.4884722003252584,1.0,1.628051875245028,1.0,1.3228335397826232,1.0,1.115226702300276,1.0,0.5905152183739225,1.0,2.5246968927569196,1.0,2.148632179924901,1.0,6.73409811710655,1.0,0.7231997485969233,1.0,1.2604247665222839,1.0,3.152639559650284,1.0,4.282067318242849,1.0,1.2172944763662117,1.0,3.412551520860195,1.0,3.474623266407943,1.0,5.517197947652738,1.0,14.267767256421104,0.9990000128746033,19.37154409173324,1.0,20.924856135401114,1.0,6.013832367675717,1.0,8.544129763378017,1.0,7.292521276258405,1.0,3.639882267540797,1.0,4.370241432318623,1.0,2.1945504645414435,1.0,9.164814013811698,0.9980000257492065,0.8787555452506669,1.0,,
153,3.725440741461173,1.0,0.5742685965493517,1.0,1.6833775673707787,1.0,4.107980795984974,1.0,2.428873120164821,1.0,1.2251482608913586,1.0,1.6963252078210471,1.0,0.9887790563907951,1.0,2.196794442099172,1.0,2.0303490241366413,1.0,0.7121935238077216,1.0,2.8185010259209045,1.0,2.9502279473067987,1.0,4.258685489722688,1.0,1.515019148022359,1.0,2.748472963325767,1.0,1.758708094013259,1.0,1.3754013911711762,1.0,0.10506130350303133,1.0,2.777891092721945,1.0,1.1794090615581267,1.0,2.6801836731263413,1.0,2.4745109311903826,1.0,0.5354245497237952,1.0,1.0764205297243334,1.0,1.0414587093454397,1.0,2.539785225080293,1.0,1.1402563046751268,1.0,0.3386427807286016,1.0,1.3861346687399556,1.0,2.1529330897192382,1.0,2.797741916326531,1.0,2.26596584990748,1.0,2.0996034951836924,1.0,0.978688677995153,1.0,1.018873874959218,1.0
154,5.283657536924527,1.0,,,2.391659243488286,0.9539999961853027,,,5.070608043600515,1.0,3.725916480949713,1.0,2.1878827718279727,1.0,1.0137038754582017,1.0,4.366216002860781,1.0,3.830760225018335,1.0,6.318377046050709,1.0,2.568780824261864,1.0,1.2911819652921293,1.0,1.3855234373558494,1.0,4.477593566039067,1.0,0.7621632666595027,1.0,4.385650449427435,1.0,7.37087740754197,1.0,10.044179034329524,1.0,5.4928200306255475,1.0,2.8857909259652983,1.0,7.267017772596252,1.0,0.8200457644510828,1.0,4.198517891413787,1.0,3.9134450182713176,1.0,,,0.9190518481953986,0.30799999833106995,,,2.4238603308231443,1.0,1.5617762528139676,1.0,5.021089948318899,1.0,5.432037815149849,1.0,1.5075838862340667,1.0,3.37128073493649,1.0,3.9212419640942446,1.0,7.407556300410951,1.0
155,1.2918191859037376,1.0,0.6938859734525513,1.0,3.22395000052695,1.0,0.4081105866590218,1.0,0.4621183035512289,1.0,2.7274654467720665,1.0,0.6443117694864258,1.0,1.939986875002946,1.0,1.0097707839830286,1.0,,,1.1863671995819751,1.0,0.8335130319120592,1.0,1.9024190842589648,1.0,0.9968747476431253,1.0,1.5881317136464574,1.0,2.068164716665354,1.0,0.3453106949795378,1.0,1.7097889514688884,1.0,2.7415513750525737,1.0,1.8211811507051587,1.0,3.0600950124968707,1.0,1.2049358853881726,1.0,1.951499963263379,1.0,2.4082508288739146,1.0,2.8734087050253656,1.0,2.233008108934936,1.0,1.6000929238461994,1.0,1.823675895582484,1.0,3.3547296363262333,1.0,1.1673192280449376,1.0,2.884033122150124,1.0,2.104564805454819,1.0,1.8941959595376798,1.0,0.525479758197147,1.0,4.996858126508087,1.0,1.2877755526353463,1.0
156,0.9468892985517642,1.0,1.8939264826871938,1.0,0.8931951823380325,1.0,0.0500607191934647,1.0,0.7006152853066481,1.0,2.0614632620914213,1.0,3.41864696605171,1.0,2.361691684852941,1.0,2.6076846706661647,1.0,1.0600967201871148,1.0,0.7994997348564532,1.0,0.9531445119891347,1.0,0.6007217160474803,1.0,1.5779976246881828,1.0,1.4269350939112186,1.0,4.044873614145706,1.0,1.766375322170058,1.0,2.202663356211132,1.0,1.682192331578981,1.0,1.479724085322217,1.0,2.732045988231795,1.0,1.4893299042444883,1.0,2.1903289602621285,1.0,1.3728624110397765,1.0,2.265280753518539,1.0,1.5102491627948613,1.0,1.6051830853062061,1.0,1.4814718149987083,1.0,0.9565743593001657,1.0,0.9811807746543509,1.0,1.4263227467591364,1.0,3.337287689297288,1.0,0.8340453309247757,1.0,1.6596144390201562,1.0,2.850358060310183,1.0,0.6935333392581386,1.0
