scorer,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie
individuals,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
bodyparts,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
2729,15.506225137021563,0.9990000128746033,,,51.196471411611945,0.9829999804496765,21.586338387971207,0.9739999771118164,2.33997029895681,0.9319999814033508,17.13805417776476,0.9179999828338623,3.4893988020861206,0.996999979019165,8.220441168209911,0.8999999761581421,,,19.241676122417207,0.8730000257492065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,11.258049076105507,0.9769999980926514,,,2.3027292502593575,0.8799999952316284,3.0276885572991104,0.8700000047683716,1.0936041331304254,0.9950000047683716,1.1666190466472037,0.996999979019165,3.0565565592673196,0.9950000047683716,2.498921767482942,0.9599999785423279,,,6.957762427677457,0.9639999866485596,,,5.599618558437705,0.9980000257492065,2.7357415813632637,1.0,5.674911981696277,0.9990000128746033,1.3437737904870575,0.9980000257492065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,12.794669085208872,0.9950000047683716,,,24.37057151566206,0.9309999942779541,10.132491993581862,0.2160000056028366,9.848382252938832,0.9660000205039978,7.6234296743657195,0.9150000214576721,6.272027582847529,0.9959999918937683,11.097358694752545,0.9860000014305115,,,3.49159676938791,0.8140000104904175,,,10.247246117860136,0.3230000138282776,4.351672896714565,1.0,10.771347594428482,0.9879999756813049,2.0475868723939317,0.9980000257492065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,14.76464781158021,0.9879999756813049,,,5.616894604672565,0.996999979019165,13.82915055236583,1.0,14.523722732137212,0.9340000152587891,10.231506096367234,0.9610000252723694,10.426431796161154,0.9990000128746033,12.214394991156967,0.8510000109672546,,,6.679966841235049,0.9229999780654907,4.210009263647765,0.9729999899864197,10.499619850261233,0.20000000298023224,,,16.7446028618179,0.75,4.18873011782807,0.777999997138977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,9.607891027691778,0.9959999918937683,,,10.64120293951768,0.9020000100135803,,,11.740451269010057,0.8220000267028809,3.2552408513042366,0.9819999933242798,1.7448994240356783,0.9789999723434448,28.806018832875903,0.6330000162124634,10.448798016996971,0.984000027179718,19.718642980692184,0.6890000104904175,3.132882698091322,0.8769999742507935,1.3143667676870376,0.9340000152587891,2.2787586533022552,0.9950000047683716,8.63556373376978,0.9919999837875366,7.9059747659602335,0.9599999785423279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,3.279062365982088,0.9869999885559082,,,7.844702798704344,0.996999979019165,,,13.38987826681037,0.9869999885559082,2.810228638385137,0.9520000219345093,2.9901780883418914,0.9990000128746033,10.700382890345573,0.7360000014305115,,,5.763021429771043,1.0,3.6768928458686267,0.996999979019165,6.950934973080954,0.9990000128746033,4.8480314561685995,0.9950000047683716,10.103389134344978,0.9990000128746033,6.406089602870058,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,7.511653080381182,0.9760000109672546,4.192026836746165,0.9990000128746033,1.4584104360570076,0.953000009059906,,,3.118443361679016,0.996999979019165,2.712420505747573,0.9679999947547913,2.516028020511681,0.9980000257492065,5.244904002934661,0.9850000143051147,,,3.3124401881392505,0.9980000257492065,,,6.1991606689938274,0.996999979019165,2.861415733513736,0.9929999709129333,2.4381899023661093,0.9990000128746033,0.960188002424538,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,6.291790285761285,0.9139999747276306,4.963871976592466,0.7239999771118164,3.692652434226652,0.9729999899864197,7.2466974547030665,0.9990000128746033,2.0400306370248398,0.9909999966621399,3.61273857343705,0.9909999966621399,7.277122645661549,0.9580000042915344,2.298596310794903,0.9980000257492065,,,1.0920828723132674,0.9819999933242798,,,3.9653656830108566,0.9940000176429749,1.93359380429291,0.9990000128746033,5.0777170066871715,0.9959999918937683,0.5309256068415028,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,3.5414669277010153,0.9980000257492065,,,6.027420343729155,0.9940000176429749,3.2567744779152243,0.9990000128746033,5.387773194929403,0.9919999837875366,2.5295203102564834,1.0,4.382000114103141,0.9980000257492065,4.756272910588734,0.9890000224113464,0.8180812918041881,1.0,3.6897384731170035,0.996999979019165,,,,,,,4.005111234410331,0.972000002861023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,3.1238287405041967,0.9900000095367432,2.8526165182162115,0.9990000128746033,2.5716360551213104,0.9760000109672546,,,2.155422232417589,0.9940000176429749,4.431763193132033,0.9919999837875366,4.112498267476837,0.9679999947547913,0.3588258630589593,1.0,,,4.348192843009611,0.9890000224113464,,,5.346228577230879,1.0,3.627474052284856,1.0,7.357882847667521,0.9990000128746033,7.4597863910436315,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,2.8532777642563842,0.9929999709129333,,,0.9420191080864522,0.9940000176429749,,,3.3530035788826495,0.9860000014305115,0.7324977815666338,0.9950000047683716,4.626273338228109,0.8989999890327454,5.734994071487776,1.0,4.319896873769101,0.9850000143051147,,,6.727161065412368,0.9919999837875366,3.6110879247118812,1.0,2.6222635260400504,1.0,2.348182701580074,1.0,5.117346284941057,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,16.46219353549219,0.9929999709129333,8.72382874659972,0.39100000262260437,4.094614145435425,0.9700000286102295,,,13.366389490060477,0.9959999918937683,15.050283851143812,0.9769999980926514,11.459372495909186,0.9950000047683716,26.85835276036118,0.9819999933242798,34.542185353564406,0.9459999799728394,8.85173485820717,0.9589999914169312,,,5.947914088148879,0.9990000128746033,1.4590167922268666,1.0,8.297859241997275,0.9869999885559082,1.7577386040023288,0.9990000128746033,,,,,,,,,3.5301208194621343,0.9900000095367432,,,,,4.45333897205232,0.8080000281333923,,,8.51321237841509,0.9599999785423279,,,5.122941537827663,0.9959999918937683,5.567250129103236,1.0,4.990018136239594,0.9990000128746033,7.474765882621343,0.9990000128746033
2741,5.474140115123077,0.9990000128746033,,,3.936658735526858,0.9980000257492065,,,3.0125319915313447,0.9909999966621399,7.025403333617192,0.9990000128746033,1.1475966190260292,1.0,1.9743284934376957,1.0,2.2752689950860883,1.0,4.996441233518118,0.9950000047683716,,,,,1.711112503606939,0.996999979019165,15.48497161766854,0.625,16.086489517604537,0.8960000276565552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,1.2010811796044611,0.9940000176429749,2.085695327702487,0.9959999918937683,5.0468549612605385,0.9750000238418579,,,4.192668362749455,0.9990000128746033,2.305628113985439,0.9990000128746033,2.4216626519810402,0.9990000128746033,4.5716392027368205,0.996999979019165,,,6.064858283587544,0.9929999709129333,,,2.030528256390433,1.0,3.8969408514884987,1.0,4.650901848029078,1.0,5.880387827346081,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,3.1083867198275095,0.9980000257492065,6.278019193981502,0.9459999799728394,4.305670795590391,0.9950000047683716,,,2.154573971809718,0.9990000128746033,2.89738312965336,0.9959999918937683,4.875433314075781,0.9990000128746033,3.228761372415121,0.9990000128746033,,,6.712054007530023,0.9990000128746033,,,,,3.138052421486947,1.0,31.955792119739407,0.9269999861717224,16.503867243770483,0.953000009059906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,8.024337605061229,0.9850000143051147,,,2.9102895044995094,0.9810000061988831,4.845253760124456,0.9990000128746033,1.6361693066428231,1.0,3.705440864458664,0.996999979019165,2.4491488317372667,0.9810000061988831,4.679911644465094,0.9919999837875366,,,0.9598385280868825,1.0,,,3.1999132800749126,1.0,3.193335090465766,1.0,4.27565246482918,1.0,0.21086725682287055,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,4.066266346416574,0.9959999918937683,,,3.861708041786686,0.9860000014305115,1.391639680377072,1.0,3.975480096793339,0.9950000047683716,3.0588314762340123,0.9959999918937683,4.036282076366808,0.9860000014305115,2.5118204553669994,0.9980000257492065,3.1142512743836135,0.9789999723434448,1.828476141490523,0.9990000128746033,2.206487253532162,0.9900000095367432,2.7206131661814736,1.0,,,1.6919692668603996,1.0,1.577749346379198,0.9959999918937683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,3.163228256070072,0.9610000252723694,,,19.717881351707135,0.9869999885559082,4.105434447168797,0.9990000128746033,31.005851721892757,0.9959999918937683,18.023658701828534,0.972000002861023,11.483034137369797,0.9980000257492065,58.902877595241485,0.8320000171661377,169.03329249884476,0.28700000047683716,20.980368562062967,0.5370000004768372,68.64848643633738,0.06400000303983688,3.9054244327601517,1.0,5.000477277220647,1.0,3.096217854092296,1.0,2.3448311239831447,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,4.63106218917431,0.984000027179718,,,9.935730471384577,0.8489999771118164,47.61044935725771,0.5429999828338623,9.620443752759035,0.9950000047683716,17.212806191902565,0.9900000095367432,4.139744074215228,0.9769999980926514,7.40475104240512,1.0,,,14.329377167204441,0.9890000224113464,12.947866001778053,0.9160000085830688,2.6375826053415024,1.0,6.05333924375631,1.0,2.710107931430022,1.0,3.8031230587505425,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,3.7493248725603885,0.9990000128746033,,,2.8865848333281607,0.9800000190734863,,,2.257644126074808,0.9990000128746033,2.0062447507719474,0.9980000257492065,1.466187573266116,0.9959999918937683,8.051930079179769,0.9980000257492065,2.940483803730284,0.996999979019165,5.137396227662411,0.9850000143051147,0.6987216899452692,0.9990000128746033,1.4912897102843554,1.0,2.1908749393792593,1.0,6.250814346947111,1.0,4.642053101807455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,3.4070779269045306,0.9929999709129333,6.58186333799174,0.9950000047683716,1.9364247984365446,0.996999979019165,,,3.0523020820357876,0.9990000128746033,1.871914795069483,1.0,3.916126913163079,0.9990000128746033,4.117587764699118,0.9990000128746033,,,2.9237308357644785,0.972000002861023,,,2.5105736396290284,1.0,0.6656515605029415,0.9990000128746033,2.7357909276843424,1.0,3.0119538509080996,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,2.596003081662273,0.9990000128746033,,,4.051936080443533,0.9869999885559082,3.8900155526681246,0.9990000128746033,2.019951732096569,0.9980000257492065,3.982527463809889,0.9940000176429749,0.7063292433419359,0.9980000257492065,,,4.2735638523368324,0.9929999709129333,5.99564016598728,0.9990000128746033,4.147839196497398,0.9980000257492065,5.702517075818346,1.0,4.360085434942765,0.968999981880188,2.5657913009440305,0.7670000195503235,9.15439528314133,0.35899999737739563,,,,,2.8373198621234024,0.8529999852180481,2.178021579323777,0.9850000143051147,,,,,,,2.2746281014706327,0.8199999928474426,,,6.238244785193991,0.9959999918937683,8.414328850241121,0.7170000076293945,1.314385407709661,1.0,2.3534030678997473,0.9990000128746033,3.6073343343804365,0.9959999918937683,6.3289640542509185,1.0
2751,1.59267228267461,0.9980000257492065,,,4.854641078390852,1.0,3.3948285671002707,0.9990000128746033,3.8522991836045146,1.0,3.5579572791139413,0.984000027179718,4.804266645389294,1.0,0.5834423707616554,0.9990000128746033,,,2.9327176816052374,0.996999979019165,,,3.963100049203919,0.9860000014305115,1.975253401465217,1.0,3.9751106902827282,1.0,3.844499967486024,1.0,0.6032926321446288,1.0,,,3.5444182879564408,0.9950000047683716,,,5.368506030545202,0.9980000257492065,3.639899037061311,0.949999988079071,5.215086288835472,0.996999979019165,2.547855765148435,0.9990000128746033,,,1.4875812582847132,0.9990000128746033,2.5575842117122964,0.9990000128746033,1.631733127689667,1.0,0.7530504631165373,1.0,3.325304798059896,1.0,4.767514237000224,1.0
2752,5.61670668630651,0.9990000128746033,,,2.585485641035359,0.9869999885559082,,,1.7297687706742748,1.0,1.9937815828219527,0.996999979019165,1.4710227734471202,0.9980000257492065,0.21592822881691726,1.0,,,3.86074837304894,0.9869999885559082,,,1.3631507620215477,1.0,5.220947232064337,1.0,7.6484082004035585,1.0,2.0460481421511303,1.0,,,,,,,,,8.298045673530611,0.996999979019165,6.422605390338064,0.6340000033378601,,,14.06349494258093,0.9610000252723694,,,9.44459046226993,0.9909999966621399,,,3.073537375728489,1.0,4.299287964302957,1.0,6.255150277970995,0.9990000128746033,2.100901949163717,1.0
2753,5.151777363201941,0.9959999918937683,,,2.4307087443789004,0.9990000128746033,,,4.398309788998506,1.0,2.1745776601446303,0.9990000128746033,3.9769377666742374,0.9990000128746033,1.2757934785849925,0.9950000047683716,0.39612245581384986,0.9990000128746033,2.1419589165060913,0.9980000257492065,4.833786507490811,0.9990000128746033,3.0086842639266824,1.0,3.904968757877602,1.0,3.6557642155915926,0.9940000176429749,2.1262041294287943,0.9940000176429749,2.298222138958728,0.9929999709129333,2.6352322478294012,0.9980000257492065,1.103104709445108,0.984000027179718,,,3.963332436220813,0.9240000247955322,3.9950750931615917,0.9959999918937683,2.7741789776436576,0.984000027179718,6.106378632217309,0.996999979019165,6.806032397807103,0.9929999709129333,7.47729770705966,0.906000018119812,4.147535412748148,0.9959999918937683,4.50938621100478,0.996999979019165,2.916923379178828,0.9980000257492065,5.530416982470669,0.9929999709129333,2.2822412230086386,1.0
2754,3.827010582687252,0.9829999804496765,5.662107823063759,0.9599999785423279,10.870072906839196,0.7239999771118164,74.12151990481578,0.0430000014603138,0.8519160756788113,0.972000002861023,9.105902316629578,0.9779999852180481,32.95224024250855,0.9980000257492065,4.188825611075269,0.9980000257492065,,,6.646421367924214,0.9959999918937683,,,3.422502739224641,0.671999990940094,4.612409890718727,1.0,11.069033607320938,1.0,5.504855311450059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,3.6495677826285147,0.9990000128746033,,,5.916516035641244,0.9990000128746033,,,1.7037986970296881,0.9959999918937683,1.13935990801855,0.9980000257492065,2.294690393059602,0.9980000257492065,3.1132878119441276,0.996999979019165,,,2.9020111991513895,0.9980000257492065,,,1.6431238541266533,1.0,0.7156605340522759,0.9990000128746033,6.234737283959922,0.9980000257492065,0.8827009686185144,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1.8499821620761454,0.9700000286102295,0.48731509313790494,1.0,2.576766384443873,0.9950000047683716,,,2.872107240337644,0.9990000128746033,6.132887818964272,0.9879999756813049,2.769421058633009,0.9980000257492065,2.375478899085388,0.9950000047683716,1.925280499044225,0.996999979019165,0.8160882305241007,0.9980000257492065,,,4.247529752691534,1.0,4.3762935230626505,0.9990000128746033,1.0569262036679792,0.9980000257492065,6.281135247708019,0.996999979019165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,7.106995215982639,0.9710000157356262,1.8728344828094177,0.9980000257492065,,,,,33.25387496217545,0.6370000243186951,19.933863674661787,0.6349999904632568,4.971854382421121,0.9789999723434448,10.138435875419841,0.42100000381469727,5.144189148933007,0.984000027179718,,,12.483567959521823,0.9259999990463257,,,5.8647259100489935,0.9990000128746033,3.296989232618132,0.8960000276565552,5.80241501445736,1.0,6.867149699839103,0.9779999852180481,,,14.570749465967781,0.8169999718666077,,,5.50982985218238,0.9520000219345093,5.117978116404916,0.9940000176429749,14.366247805185571,0.9909999966621399,,,,,8.66439703614741,0.9629999995231628,,,,,,,,,,
2758,4.012303577746846,0.9819999933242798,,,,,,,0.8546303294407233,0.9990000128746033,5.995314587242282,0.9860000014305115,5.800377660118328,0.9750000238418579,5.772109233200606,0.9900000095367432,4.120767525595204,0.9959999918937683,,,3.0976152117394857,0.9959999918937683,2.417388053250891,1.0,1.5115568133550465,1.0,2.517750781948067,0.9990000128746033,2.9740450568207546,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,6.361239894863268,0.9599999785423279,2.3377974677033135,0.9980000257492065,3.3874571584006703,0.8999999761581421,,,2.917326173056404,0.9829999804496765,3.0561155082882605,0.9710000157356262,2.557261230300872,0.9959999918937683,1.279259551459347,1.0,1.452094349551715,0.996999979019165,3.1205392162253145,0.9950000047683716,,,3.1024179280039066,0.9940000176429749,1.0156229615363972,1.0,1.641287604291198,0.9919999837875366,1.7386595411408337,0.9829999804496765,,,,,,,,,2.8482292744792,0.9739999771118164,,,,,14.862822914910836,0.9860000014305115,,,,,,,2.4389128725725167,1.0,0.3771153669634641,1.0,10.731342367103979,0.9729999899864197,0.5658727772211721,0.996999979019165
2760,2.505243301557763,0.9890000224113464,,,,,,,6.693640638695826,0.9959999918937683,3.47718046698757,0.9610000252723694,14.274629942664024,0.9459999799728394,8.784200418933972,0.8669999837875366,4.5927687727557345,0.9980000257492065,,,1.3869859408083403,0.9980000257492065,5.038571722224451,0.9950000047683716,2.6872513838492824,0.9990000128746033,3.090579395517941,0.996999979019165,3.61312828446485,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,2.4086199368102665,1.0,,,1.5971803279529635,0.9940000176429749,10.687138531898952,0.9829999804496765,11.234070411030924,0.9940000176429749,7.384916316384343,0.9909999966621399,4.984655053260937,1.0,8.277109942485954,0.9990000128746033,,,8.176287727324661,0.9940000176429749,8.849526089006094,0.3089999854564667,1.1714281881532351,0.9990000128746033,7.779535333167387,1.0,6.602814097034678,1.0,5.077556105056853,1.0,13.617223872728221,0.8679999709129333,,,2.73769282425916,0.9309999942779541,,,15.607224897463364,0.9509999752044678,1.9339661320716133,0.9929999709129333,4.680749726272482,0.7239999771118164,1.0777875486384132,0.9990000128746033,,,4.473141289966152,0.9980000257492065,,,2.3672786063326208,1.0,3.899034367635166,1.0,4.977972378388638,0.9980000257492065,4.6524256039188785,1.0
2762,9.405992983199587,0.9980000257492065,6.5851053901968815,0.9990000128746033,3.3062203495835014,0.9589999914169312,,,2.113513898700436,0.9580000042915344,13.557579208693571,0.996999979019165,4.2200284359231395,0.9610000252723694,15.02799404444919,0.9980000257492065,10.20130349514216,0.19300000369548798,4.24879147523149,0.8100000023841858,,,2.1651055401527226,0.9980000257492065,0.3862136714307235,0.9990000128746033,1.162250403312473,0.996999979019165,0.2758115298532529,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,2.544654200475995,0.9990000128746033,,,2.4050754665914105,0.9990000128746033,,,1.8103750992543206,1.0,6.4142068878389225,0.9990000128746033,3.9896197813826846,0.9980000257492065,3.443561092822358,0.9980000257492065,2.4891558810166985,0.9980000257492065,1.9653422093874395,0.9959999918937683,4.292016775363304,0.9990000128746033,0.5957130181555621,1.0,1.1304746790618643,1.0,2.2849179416337773,1.0,2.190170084719441,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,3.411589805354696,0.9559999704360962,,,1.979608547162776,0.9990000128746033,,,1.5576305723758783,0.9980000257492065,6.052361605191838,0.9919999837875366,14.469575840362399,0.6790000200271606,4.892199914149047,0.9980000257492065,2.3919372901478897,0.9980000257492065,4.77376591382529,0.9890000224113464,0.891159357242016,0.996999979019165,3.8344806688781388,0.996999979019165,2.762376513077132,1.0,2.308043760417031,0.9959999918937683,3.5640012626260433,0.996999979019165,2.530980047333416,0.8899999856948853,,,21.465141625435397,0.5860000252723694,,,11.4660262078891,0.9900000095367432,6.112059636489153,0.9700000286102295,4.912462620722956,0.9800000190734863,1.161681970248305,0.8960000276565552,4.598163328982552,0.996999979019165,10.139282913500328,0.718999981880188,5.162539781929048,0.9729999899864197,4.047422019014078,1.0,2.902249644672241,1.0,6.2525081367399995,0.9399999976158142,2.93228187594574,1.0
2765,3.0586116131342913,0.9879999756813049,1.9358318625335171,0.9990000128746033,2.0789925444791746,0.9900000095367432,,,3.5411604030317645,0.9990000128746033,0.717294918426166,1.0,7.797984675542772,0.9940000176429749,1.1279184367674655,1.0,1.9159397172144919,1.0,,,,,1.5805442100744882,1.0,0.7842665363255027,0.9990000128746033,4.860781932981551,0.9940000176429749,1.2277149506298117,1.0,,,,,,,,,4.127658900636051,0.9959999918937683,,,,,,,,,,,,,3.6501578048079053,1.0,5.1767287933597785,1.0,4.153364178590654,1.0,3.1983190897720055,1.0
2766,2.6028486317878694,0.9959999918937683,,,4.172610813387714,0.9950000047683716,,,2.6986192765931407,0.9980000257492065,2.6749512145084235,0.996999979019165,2.688753056716047,0.9760000109672546,3.535774879711632,1.0,1.7240200114847877,0.9959999918937683,5.456505108583688,0.9139999747276306,3.6984304779189863,0.9980000257492065,0.983508515469002,1.0,3.8249346399644586,1.0,1.268000394321736,1.0,2.079128904132698,1.0,,,,,,,,,,,,,,,,,,,,,,,5.029203614887776,1.0,,,2.5371436695623246,0.9459999799728394,2.9961396829921085,0.996999979019165
2767,,,,,,,,,,,,,,,4.561063910975165,0.9990000128746033,3.3737293904520724,0.9940000176429749,0.1804244994450559,0.9980000257492065,7.395068153844151,0.9950000047683716,1.785280090069909,0.9980000257492065,1.808978993797337,1.0,,,1.7934160142030777,1.0,,,,,,,,,6.030101906269887,0.953000009059906,12.610265104271187,0.8500000238418579,11.333428166269893,0.777999997138977,4.219475322833354,0.8579999804496765,17.55369160604115,0.7839999794960022,2.3213231140881905,0.996999979019165,2.52802788750441,0.9800000190734863,3.6666278785827284,1.0,2.107366128606965,0.9909999966621399,2.258350061438673,0.9959999918937683,1.74097702454686,1.0
2768,5.379876671448902,0.8169999718666077,2.3461314967409472,0.9869999885559082,,,,,4.869952874515308,0.8659999966621399,8.418404421266551,0.9929999709129333,1.5821178843562993,0.7540000081062317,6.622002793717326,0.9980000257492065,4.251382128202521,0.9890000224113464,,,1.4179904795166764,0.9990000128746033,2.5188906288285087,1.0,5.492349588290963,0.9980000257492065,4.884381639470887,0.9990000128746033,2.1967221034987463,0.996999979019165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,3.254164255227475,0.9869999885559082,7.326282891071018,0.9390000104904175,4.201758322416952,0.9879999756813049,13.597471419348501,0.08500000089406967,5.682402748837848,0.9610000252723694,4.242202493988222,0.9919999837875366,11.130061365509178,0.9819999933242798,5.956014187357182,0.9990000128746033,,,2.079913700132754,0.9909999966621399,,,4.013010092187658,1.0,8.499260261928697,1.0,3.318033905794231,1.0,4.827745332968571,1.0,16.814369152602797,0.9350000023841858,59.714786887336366,0.14000000059604645,4.705200633341781,0.9919999837875366,,,2.250795637102569,1.0,11.312180735826333,0.9739999771118164,8.677806289610288,0.9940000176429749,5.270442581036227,1.0,,,4.723575764185413,0.9879999756813049,,,5.663686873406736,1.0,8.458404163907035,1.0,9.197124605005607,0.9980000257492065,4.976235123062427,1.0
2770,7.160447053082657,0.9980000257492065,3.063368081050642,0.9869999885559082,1.3090309392829467,0.9940000176429749,5.539865431578632,0.9990000128746033,0.4366062299142913,0.9980000257492065,1.9081032466824406,0.9919999837875366,5.49224216509067,0.9850000143051147,0.5009241459542875,0.9940000176429749,,,2.401525556807577,0.9990000128746033,,,5.152693470409433,0.9919999837875366,3.991477170171444,0.996999979019165,2.3198286574658624,1.0,2.8735378890837557,0.9959999918937683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,4.185767432622144,0.996999979019165,1.2189360114460353,0.9959999918937683,3.1598881309312272,0.9959999918937683,,,4.840041322137668,0.9900000095367432,2.513826764118825,0.9959999918937683,1.669218379961123,1.0,5.066455171024415,0.9980000257492065,,,1.6215193492524218,0.9829999804496765,,,2.7888888468349102,0.996999979019165,3.7545669523928087,1.0,1.1717141289580582,1.0,2.573015740332712,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1.9203301799430297,0.9990000128746033,1.9627136826343168,0.9980000257492065,5.0667987921368995,0.9990000128746033,,,1.9237593404581517,0.9940000176429749,1.4836691005746503,0.9980000257492065,4.4487612882689325,0.9990000128746033,2.320412463334884,0.9860000014305115,,,2.02667042214565,0.9940000176429749,,,,,1.2974394012823687,0.9959999918937683,3.7377738026799054,0.9909999966621399,5.8522653733404635,0.984000027179718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,3.1287066017765386,0.9980000257492065,,,1.593842213018604,0.9929999709129333,,,3.519634213948946,0.9990000128746033,3.352501752423082,0.9990000128746033,1.8602107407495667,0.9990000128746033,2.0894831896906885,1.0,,,1.0467568963230973,0.996999979019165,,,1.4032465927270514,1.0,0.667791135011532,1.0,0.6064956718724483,1.0,4.0974267534637185,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,3.676264000313381,0.9890000224113464,,,3.4392952766519005,0.9929999709129333,,,3.344515062008245,0.9990000128746033,2.897537230131811,0.9850000143051147,4.767271441820769,0.9869999885559082,3.6187712002833266,1.0,,,2.0542426828395994,0.9990000128746033,,,2.047109425507125,1.0,1.22954056460127,1.0,4.445993814660558,1.0,5.211571739888097,1.0,9.077989039429369,0.9950000047683716,,,5.507051842864727,0.9869999885559082,,,5.628726676611693,0.9990000128746033,3.053271196602095,0.9869999885559082,3.8514450534831464,0.9990000128746033,1.9881350557746478,0.9919999837875366,4.492362407464478,0.5080000162124634,2.1622222364964947,0.9990000128746033,,,2.9180618567809757,0.9990000128746033,3.015073133441377,1.0,7.165091555590897,1.0,1.0936658539060367,1.0
2775,16.968466194680072,0.07699999958276749,1.9893963908683363,0.9610000252723694,8.200448585290943,0.1420000046491623,2.773571163680484,0.8679999709129333,,,,,,,,,,,,,,,,,0.6109418957642201,1.0,,,2.0420244856514063,0.996999979019165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,3.388649435984813,0.9990000128746033,,,1.512846654489469,0.9990000128746033,,,0.6796212180325509,0.9980000257492065,3.86070731861405,0.9959999918937683,1.3976841560238162,0.996999979019165,1.467286611402144,0.9990000128746033,,,2.3864836056423866,0.996999979019165,,,,,,,1.1041634842721286,0.9990000128746033,,,1.355501383252729,0.9980000257492065,,,4.7213634683214245,0.9990000128746033,,,3.2553356201780392,0.9950000047683716,4.291569526408705,1.0,5.778451003512959,0.9980000257492065,4.984665485265763,0.9980000257492065,,,3.800858455664976,0.9980000257492065,,,1.2668642389774776,1.0,5.062713995477124,1.0,5.876644620869948,0.9990000128746033,3.150168408196611,0.9990000128746033
