scorer,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie,Mackenzie
individuals,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
bodyparts,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right,BL1,BL1,BL2,BL2,BR1,BR1,BR2,BR2,Body1,Body1,Body2,Body2,Body3,Body3,FL1,FL1,FL2,FL2,FR1,FR1,FR2,FR2,Front,Front,Left,Left,Middle,Middle,Right,Right
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
6591,2.928801973503843,0.9879999756813049,,,0.45466691104586887,0.9110000133514404,,,5.7924352391718585,0.9980000257492065,6.499039929097203,0.9990000128746033,4.815545348140736,0.9990000128746033,5.381996841322004,0.9990000128746033,,,2.04015416084176,0.9990000128746033,,,1.3274313541573504,1.0,1.4550395183636744,1.0,2.789538492295819,1.0,4.340867424835719,1.0,,,,,1.8578121541210968,0.9940000176429749,,,1.6080811546685099,0.9990000128746033,3.6960546532755627,0.9990000128746033,3.220532409400669,0.9990000128746033,,,,,1.268101730934856,1.0,,,,,1.405077222077119,1.0,3.851853839386944,0.9990000128746033,3.4733247760611143,1.0
6592,17.84500025217149,0.9980000257492065,,,6.023993691895774,0.9980000257492065,,,11.065287388947466,0.9990000128746033,9.204196271266719,0.9800000190734863,1.4077819433420815,0.9950000047683716,2.6365479324298513,0.9980000257492065,,,2.7620028964503196,1.0,,,,,4.26743353785386,0.4129999876022339,3.1775426039629933,0.9990000128746033,1.7014643693007387,1.0,21.061526749027475,0.9210000038146973,4.9885328504481095,0.9980000257492065,,,,,4.676686861443702,0.968999981880188,16.829551390337162,0.9430000185966492,,,0.860772908495604,0.8230000138282776,3.757728702288131,1.0,0.7119353903269662,0.9620000123977661,,,3.3632674588857783,1.0,4.0381770639733015,1.0,6.2501007991871464,1.0,3.6800387226223537,1.0
6593,2.7256303858006805,0.9909999966621399,5.691383838751356,0.9919999837875366,6.629256745669151,0.9990000128746033,,,2.5083677959980357,1.0,3.232826162972587,0.9990000128746033,2.0459858259528674,0.9539999961853027,3.0886024347591263,0.9929999709129333,,,4.136758634486678,0.9739999771118164,2.256206550828187,0.996999979019165,2.977630769588455,1.0,0.7631729817020371,1.0,2.292728069353195,1.0,2.592920361291484,1.0,2.5788559478962845,0.9959999918937683,,,4.425965770314995,0.9990000128746033,,,2.8942351321203974,1.0,3.5241346455548457,0.9959999918937683,0.67132853358098,1.0,3.1204981974037516,0.9990000128746033,,,1.4226355822908447,1.0,,,3.334025344834672,1.0,1.0009795202700371,1.0,2.127320615234095,1.0,3.5617798921325914,1.0
6594,0.676417031127988,0.9480000138282776,,,2.7139095416022974,0.996999979019165,2.001564388172398,0.9950000047683716,2.894198507359166,0.9990000128746033,5.554674157860193,1.0,7.674160540410924,1.0,2.223975269646679,0.9890000224113464,,,2.2697402935137765,0.996999979019165,,,,,3.112543172391349,1.0,3.373272150301533,1.0,3.4365011276005832,1.0,,,,,9.769059576028825,0.3619999885559082,,,4.086453841657813,0.9829999804496765,,,9.029595782757944,0.9990000128746033,,,,,8.037965476412552,0.9959999918937683,3.9835046127750644,0.9980000257492065,7.410911954678715,0.5220000147819519,,,21.993238279071132,0.9980000257492065,10.288235465812392,0.9990000128746033
6595,2.4585284216376158,0.9990000128746033,,,4.058045095855874,1.0,,,2.549703119972994,1.0,3.3074862055645835,1.0,4.237559793088499,0.9990000128746033,4.085048347327091,0.9990000128746033,,,1.4704591119783073,1.0,,,,,1.8759864072002277,1.0,0.7226852703632412,1.0,2.011425862417016,1.0,1.1239951067509235,0.9980000257492065,,,3.1214459790295916,0.9990000128746033,,,,,1.284357037587295,1.0,4.271091780797973,0.9919999837875366,,,,,1.960622350173534,1.0,,,,,,,,,,
6596,1.0948538715280554,1.0,,,5.190191518624331,0.9959999918937683,,,4.944631229930093,1.0,3.0946744578388135,1.0,2.766222695301279,1.0,1.798981100512182,0.9990000128746033,,,2.757184252094875,0.9980000257492065,,,,,0.14546477236774796,1.0,3.3544612085996883,1.0,4.764650039614662,1.0,2.8756454927546207,0.9990000128746033,2.6083067304287604,1.0,1.0137401047605792,0.9990000128746033,,,4.3075770451612385,1.0,1.631362927125651,1.0,2.959345366799871,0.996999979019165,1.1559628021696997,0.9990000128746033,,,1.699501397469257,1.0,6.207980831155972,0.9950000047683716,2.9170939306097186,1.0,3.263062671785515,1.0,3.7427392375104027,1.0,2.322402204614856,1.0
6597,3.2485824600893416,0.9990000128746033,,,3.8771846744770824,0.996999979019165,,,3.9669838668691235,0.9990000128746033,3.8880740733684642,0.9990000128746033,2.8075601507358616,0.9940000176429749,3.362236904205298,1.0,,,2.4898453767252215,0.996999979019165,1.0478549517943812,0.9810000061988831,0.8776981257812922,1.0,2.769551768788569,1.0,4.1130241915165175,1.0,2.4672780548612705,1.0,1.1986158684082144,0.9980000257492065,,,1.051939637051462,0.9959999918937683,,,4.560826789081111,0.9990000128746033,1.1694036941963057,1.0,4.712831526800004,0.9909999966621399,4.281809547375974,0.9990000128746033,,,2.379034468014285,1.0,,,,,4.841621629165173,1.0,3.447007107622496,1.0,2.176640071302567,0.9929999709129333
6598,1.0853077904447106,0.9980000257492065,,,4.2141336001603,0.9980000257492065,2.5193874255461393,0.9890000224113464,0.4773007437664686,0.996999979019165,2.6187374820703018,0.9959999918937683,5.1895079728236535,1.0,1.1380443752332352,1.0,,,7.159728067461773,0.9959999918937683,1.230234124059327,0.9810000061988831,3.5153635658349693,1.0,,,2.046597175801829,0.9990000128746033,3.250000000000005,1.0,2.3405238729822875,0.9990000128746033,2.401999375520326,0.9959999918937683,1.5398405761636549,0.9990000128746033,,,4.704946864737154,0.9980000257492065,2.9423101468064283,1.0,2.3262373051776133,0.9990000128746033,4.388500541187166,0.9990000128746033,5.684127813482041,1.0,3.934183523934788,1.0,,,1.320060983439777,1.0,4.2072053669865035,1.0,1.7993337655921469,1.0,1.522253921000028,1.0
6599,0.3774771516264202,1.0,4.825561314500109,1.0,1.901478372214636,0.9959999918937683,,,,,5.650331406209735,1.0,5.441929896645112,0.996999979019165,1.9253864547149968,0.9909999966621399,3.3036659940133237,0.996999979019165,,,,,,,,,,,,,4.632954996543787,0.9940000176429749,,,5.706962502067106,0.9829999804496765,,,2.3134722820902667,0.9959999918937683,5.338972653985025,0.9929999709129333,2.730283868025425,0.9959999918937683,7.421590665079835,1.0,,,4.320385168014533,0.996999979019165,2.321437701080946,0.9990000128746033,,,0.9475573861249766,1.0,1.3778773530325454,0.9990000128746033,1.5064746927844501,0.9990000128746033
6600,2.6316665822250482,0.9990000128746033,0.36699455036825246,1.0,,,,,,,,,2.293133445746235,0.996999979019165,6.172946298162645,1.0,2.9651418178562756,1.0,,,,,3.919885967729174,1.0,1.7929573335693296,1.0,1.2125947385668596,0.9990000128746033,3.1033417472138054,0.9980000257492065,1.9567393796824244,0.9990000128746033,,,2.2440643930154884,0.9929999709129333,,,5.341090712579209,1.0,1.7494964989962056,1.0,2.981167053353442,0.9980000257492065,3.05922473839371,0.9900000095367432,,,2.9178082527815277,0.996999979019165,,,2.3268124118630524,1.0,3.2516588074396635,1.0,7.226141778293583,1.0,3.353101549312208,1.0
6601,5.103356150613038,0.8659999966621399,7.228080934798675,0.9789999723434448,13.956528293239698,0.12300000339746475,,,,,,,3.079837820405485,0.9940000176429749,,,,,,,,,,,8.589380070761788,0.18799999356269836,9.556204110419573,0.9570000171661377,,,10.170290507158576,0.9710000157356262,,,2.2249325832483144,0.9950000047683716,,,14.12717055889112,0.9649999737739563,15.00204109446445,0.9950000047683716,9.322619213504339,0.996999979019165,7.674212207125883,0.3179999887943268,7.394761456598859,0.7310000061988831,0.3552027589982846,0.9390000104904175,83.097193195679,0.7160000205039978,,,9.815721776823136,0.9850000143051147,2.0093474064979433,0.9990000128746033,30.428580726021394,0.9990000128746033
6602,55.8954610411257,0.09200000017881393,187.29512218154534,0.03999999910593033,1.0663268729615638,0.9980000257492065,0.8661870467745402,0.9599999785423279,,,,,,,,,,,3.0864649682120104,0.9990000128746033,,,1.0357050738506552,1.0,1.5299934640383255,1.0,4.115131225125164,1.0,4.541494137395767,1.0,6.094894010563276,0.984000027179718,,,1.364051685237775,0.996999979019165,,,2.7475094176362673,0.9990000128746033,3.3195451495649233,0.9950000047683716,0.7804165554368988,0.9739999771118164,0.6315132619351715,1.0,,,5.454554518931862,0.9950000047683716,,,,,3.325511238892445,0.9990000128746033,1.0248990194160565,1.0,5.828707575440729,1.0
6603,,,,,3.0783087889294274,0.9919999837875366,,,5.827807306354594,0.9990000128746033,1.7375341723258182,1.0,5.279941098156277,0.9929999709129333,3.942181375837505,0.996999979019165,,,4.076000490677097,0.9990000128746033,,,0.6871280812192204,1.0,4.955575143209918,1.0,1.7159909673422071,1.0,1.3123692315808004,1.0,3.6080250830613743,0.996999979019165,,,1.3452888165743477,0.9959999918937683,,,2.404750298887606,0.9990000128746033,1.0412540516127624,1.0,2.7956482253674,0.996999979019165,2.95567335813685,1.0,,,1.0153250710979203,0.9990000128746033,1.3889910006908002,0.996999979019165,3.273830936380191,1.0,2.6467927761726986,1.0,2.6087132843607077,1.0,0.13238202294873389,1.0
6604,2.6776594256925232,0.9900000095367432,,,1.8132423996807492,0.9789999723434448,,,3.7878148053990044,1.0,2.7126507331390766,1.0,2.1897689375822162,0.9990000128746033,3.148456129597493,0.9980000257492065,3.5483497572815565,0.9990000128746033,1.793430511617328,0.9990000128746033,,,1.5909267739277104,1.0,4.697061421782772,1.0,5.993070164781982,1.0,3.283756537869397,1.0,3.515696517050368,0.9769999980926514,1.0090971211929947,1.0,0.22766861883007747,0.9890000224113464,,,5.302657824148187,1.0,3.28617589304042,1.0,1.9862238041066755,0.9950000047683716,3.7867037116732556,1.0,1.0786009456699017,0.9900000095367432,2.29410549016386,0.9990000128746033,,,,,5.296406328823348,0.9990000128746033,4.026380260233761,1.0,5.241735590431866,0.9980000257492065
6605,6.72932106530816,0.5929999947547913,,,2.951970189551377,0.9909999966621399,,,2.996255329573888,1.0,2.2458185590113935,0.9990000128746033,6.147948112988603,0.9900000095367432,8.450408096654266,0.996999979019165,,,2.7576658608322937,1.0,,,6.411223050245577,0.9900000095367432,4.33160108966651,1.0,5.847838917070122,0.9990000128746033,4.80332593106069,1.0,15.522503406345246,0.9980000257492065,,,4.473443863512772,0.9980000257492065,,,7.257100798528284,0.9950000047683716,8.44814802190397,0.996999979019165,7.091187206667169,0.9860000014305115,13.610177258213788,0.984000027179718,10.235679996951843,0.06700000166893005,4.888407920785654,1.0,,,2.705018484225193,1.0,2.4696040168415627,1.0,4.486233386706479,1.0,6.119647702278291,1.0
6606,3.06361371585909,1.0,,,2.267797389539013,0.9990000128746033,3.9688891392932666,0.9990000128746033,4.280487121812187,1.0,1.0310004849659442,0.9980000257492065,1.5184324153547237,0.9990000128746033,1.9217871890508613,1.0,,,4.824629830360058,0.9980000257492065,,,1.5734319178153218,1.0,3.4951361919101314,1.0,4.23571540592613,1.0,2.3262916842047106,1.0,2.950865974591184,0.9990000128746033,,,0.7158219052250522,1.0,1.408150915207602,1.0,,,0.84434886154955,1.0,3.8666600574656105,0.9990000128746033,,,,,3.9583152982045267,1.0,,,2.873130696644345,0.9959999918937683,,,1.310768476886755,0.9980000257492065,2.709257647400851,1.0
6607,4.567313652465752,0.9629999995231628,,,4.496831106457061,0.9950000047683716,5.039458105788757,1.0,,,1.2353400341606253,0.9959999918937683,2.225089885824829,0.9990000128746033,,,,,3.6087019827079208,0.9300000071525574,,,,,,,,,,,1.4272466500223457,0.984000027179718,,,3.308411401261948,0.9879999756813049,3.1810402386640875,1.0,2.2822385940124623,0.9980000257492065,0.08508818954473003,1.0,4.600319336741732,1.0,3.070541483191528,0.9940000176429749,,,4.07108241134958,1.0,,,,,3.3623039719811163,1.0,3.6782529820554566,1.0,3.039274255476143,1.0
6608,3.2573536805204295,0.9959999918937683,,,0.5214527783030902,0.9980000257492065,1.6796725871430969,1.0,2.248329379784021,1.0,3.6170580586990955,0.9990000128746033,4.085967449699031,0.9980000257492065,,,,,1.400402799197455,0.9990000128746033,3.1717307578040033,0.9940000176429749,,,3.3534204925717104,0.9629999995231628,,,,,4.269115716398414,0.9990000128746033,,,2.621811015309845,0.9789999723434448,,,0.62492319528083,1.0,4.312743094597668,0.9940000176429749,1.2377568420331961,0.9869999885559082,1.2295775697368314,0.9940000176429749,,,3.433493410507724,0.9980000257492065,3.6743557258382147,0.996999979019165,,,0.611794083005056,1.0,4.2425474658511515,1.0,3.085727304866695,0.9990000128746033
6609,3.1543221141792075,0.9990000128746033,2.5413893837820356,0.9940000176429749,3.869830099629704,0.9940000176429749,,,1.0517376098628257,1.0,1.498874577808283,0.9950000047683716,2.2316229520239634,1.0,4.743238661505438,0.9980000257492065,,,2.197082155951391,0.996999979019165,,,,,0.9357446232813686,1.0,3.357773667178921,1.0,2.7812344381587066,0.9950000047683716,1.9672684107665561,0.9990000128746033,,,2.8416347407786158,0.9990000128746033,1.1687985284042792,1.0,2.9839780495171233,0.9909999966621399,7.09574781118946,0.9980000257492065,3.1656310587306216,0.9959999918937683,3.0316940808729482,0.9940000176429749,,,3.953701683233054,0.9990000128746033,,,,,,,,,,
6610,15.107713327965957,0.10999999940395355,,,11.772483170512498,0.061000000685453415,40.04617080321164,0.7979999780654907,,,,,,,4.873622472042718,0.05999999865889549,3.582598219169969,0.640999972820282,,,,,4.649824297755768,1.0,2.478407754991117,0.9890000224113464,10.060045775243776,1.0,2.095771218430121,0.9629999995231628,3.1959576029728622,0.996999979019165,,,5.3839529158416735,0.984000027179718,,,3.4852312692273335,0.996999979019165,1.3441967861886943,0.9909999966621399,7.9053486956616785,0.9369999766349792,0.6011006571282373,0.9950000047683716,16.379009615968844,0.03500000014901161,12.096115409502355,0.9929999709129333,,,1.2435248288635063,1.0,1.8779022871278432,1.0,2.1349297412327157,1.0,0.8714155151246813,1.0
6611,3.6608956554373373,0.9950000047683716,8.52595079741845,0.9390000104904175,4.6688002741603665,0.9980000257492065,10.959793656816737,0.8830000162124634,,,,,,,1.9165168926988307,0.9959999918937683,1.693040164910465,0.9990000128746033,,,,,0.9784007358950745,0.9980000257492065,,,1.3982860937590555,1.0,,,1.324628249736533,0.9950000047683716,,,6.167210876887548,0.9980000257492065,2.6578594770980626,0.9959999918937683,0.8202889734721505,0.9990000128746033,2.927422074112301,1.0,3.8573091657268015,0.9950000047683716,3.8831426705698067,1.0,,,2.0609437158738593,1.0,,,,,6.14184149909455,1.0,5.320056108726668,1.0,4.837809524981331,1.0
6612,5.478360521177841,0.9940000176429749,4.804831734826942,0.9950000047683716,3.4352446783307893,0.9990000128746033,,,3.6101292220639274,1.0,1.8363379318632842,1.0,1.7111402630994341,1.0,1.289316873386827,1.0,2.3141551374097897,1.0,,,,,1.908122113492737,1.0,2.3445822655646,0.9890000224113464,7.335732615083514,1.0,,,2.7688976145751623,0.9929999709129333,,,0.9694869777361629,0.9089999794960022,1.5853434959023796,0.9909999966621399,4.998733039481101,0.9890000224113464,1.1819052415485845,0.9990000128746033,2.632357308573422,0.968999981880188,4.44886794589364,0.9980000257492065,,,4.6019509993045284,0.9940000176429749,,,2.471942555966865,0.9990000128746033,3.658952445714492,1.0,2.6542465974358964,1.0,6.388539895782124,1.0
6613,2.3938090984871945,0.9990000128746033,,,3.5697632974750544,1.0,2.4672352948188885,0.9980000257492065,7.652282927336124,1.0,3.5890690993626895,0.9990000128746033,2.4874623615242784,0.9990000128746033,,,2.6139053158062175,0.9980000257492065,1.8798196722026186,0.9959999918937683,3.8424982758616824,0.9850000143051147,,,,,,,,,2.743115929012119,0.9959999918937683,3.690689908404666,0.9610000252723694,4.86593547018454,0.9980000257492065,,,2.0323535617603707,0.9980000257492065,2.148885525103644,1.0,3.8943202230941507,0.9940000176429749,5.891258948645896,0.9980000257492065,,,3.600170134868623,1.0,,,1.852465654202514,1.0,0.6170810319560858,1.0,4.019161230903787,1.0,0.1528397853963477,1.0
6614,2.148935783126146,0.9879999756813049,,,1.9384759477486302,0.9890000224113464,,,2.960711063241388,1.0,2.0569710741767775,1.0,4.639769929640904,0.9890000224113464,3.388332480734423,0.996999979019165,1.6258173329128844,0.9779999852180481,,,,,3.3076472000502237,1.0,1.5549549832712086,1.0,3.8728348790001217,1.0,3.9813249051038175,1.0,2.457620393795586,0.996999979019165,,,1.803249566754411,0.9860000014305115,,,4.005773957676594,1.0,1.9802658912378397,0.9980000257492065,0.5414000369412585,0.9940000176429749,2.914575955435034,0.9990000128746033,,,2.592968376205156,1.0,1.2570429586931353,1.0,2.112610943832294,1.0,2.418999173211931,1.0,2.396445701450362,1.0,2.14940852329193,1.0
6615,3.0693408087079472,0.9990000128746033,,,3.1783495717117,0.9990000128746033,,,1.3508489923007578,0.9990000128746033,1.503640914580338,0.9990000128746033,5.101037149443251,0.9950000047683716,3.8767838474694405,1.0,,,2.8502943707624246,1.0,,,5.545059512755494,1.0,3.1357973467684523,1.0,4.600948163150719,1.0,2.9814174481276714,1.0,3.663729793530089,0.9990000128746033,,,1.7503336824731353,0.9990000128746033,,,5.975156734345968,0.9990000128746033,1.1099914414084586,0.9990000128746033,0.48415286842070576,0.996999979019165,3.3344603761328346,1.0,,,2.0911511184034652,0.9929999709129333,,,1.743344486898675,1.0,3.0257939453968006,1.0,3.7189033329733108,1.0,1.958229812866711,1.0
6616,,,4.654660030550042,0.13500000536441803,5.227326659010325,1.0,1.8282858091665972,0.9950000047683716,,,,,,,5.106251070991326,1.0,2.0880232278401545,0.9829999804496765,0.2880555501982239,0.9990000128746033,2.2804440357088365,0.9990000128746033,1.818113307800155,0.9990000128746033,2.895564366405972,1.0,,,2.599152554199155,1.0,5.070742056149178,1.0,,,2.8602910691046954,0.9610000252723694,,,4.267269032999922,0.9959999918937683,3.2038522125716034,0.996999979019165,1.744163409775584,0.9990000128746033,2.031704949051405,1.0,,,1.4085542233084238,0.9990000128746033,,,,,3.506675491116891,1.0,2.5376762992943083,1.0,3.9692903647881472,1.0
6617,4.514452901515312,0.9990000128746033,,,1.4759600265589803,0.9959999918937683,4.793199349077827,0.9959999918937683,2.1892247486268,1.0,4.2737572462646884,1.0,4.879348317142373,0.9990000128746033,5.5321189430452415,0.9980000257492065,,,3.228305592721979,0.9959999918937683,,,0.7080254232723523,1.0,1.6340247856137173,1.0,1.7780404944769912,1.0,0.9577729376005589,1.0,0.4496798861412317,0.9950000047683716,7.015494636873426,0.9480000138282776,2.571078567449861,0.9990000128746033,6.039995778144215,0.9150000214576721,1.3120323928928002,0.9990000128746033,1.3636517150650946,1.0,2.3572038520246847,0.996999979019165,6.437628445320519,0.9990000128746033,2.4086479609938896,0.9940000176429749,3.318877069130462,0.9810000061988831,,,,,1.5677550829131508,1.0,3.622626257289037,1.0,2.618387480874445,1.0
6618,6.021113020032084,0.9990000128746033,2.5534339623338607,1.0,1.4986717452464282,1.0,,,2.500559337428333,1.0,0.8053980382394643,1.0,3.7637179756193064,0.9980000257492065,1.5727927390473382,1.0,2.577184898295019,1.0,,,,,,,,,,,,,1.8938225893678617,0.996999979019165,,,5.656527026365198,0.9980000257492065,,,2.5000467995619555,1.0,1.6609361817962673,0.996999979019165,3.54684874219356,0.9860000014305115,2.326419781552771,1.0,,,3.8071262127752017,0.996999979019165,,,,,2.8192623148618097,1.0,3.165880604192143,1.0,2.513794939926489,1.0
6619,61.31999390900165,0.13300000131130219,0.8318293094138955,0.9950000047683716,3.9825933761809122,0.996999979019165,0.7313227741565176,0.9940000176429749,,,,,,,4.924651662808232,0.9990000128746033,2.119514095258631,0.9990000128746033,1.9547869449124102,0.9990000128746033,2.239217720544377,1.0,1.3628782043895207,1.0,4.547317450981403,1.0,0.7775686464872401,1.0,3.105538922634845,1.0,3.576566090539918,0.996999979019165,,,1.1940707684220278,0.9829999804496765,1.6373701475231568,0.9789999723434448,2.4302824938677405,0.9980000257492065,5.904930990282599,0.996999979019165,6.895035315355556,0.9990000128746033,4.955173559018898,1.0,,,1.8678463534241765,0.9990000128746033,,,,,1.9522376904465188,1.0,4.511108511219824,1.0,4.972881760106501,1.0
6620,0.6615927750512469,1.0,,,2.0300709347212513,0.9879999756813049,,,1.6813212066705192,1.0,3.828791062463437,1.0,4.249326652541561,1.0,,,,,2.0286912037074596,0.9990000128746033,1.6185981589017038,0.9950000047683716,1.6522106403240364,1.0,0.4677135875725709,0.9990000128746033,2.8812459110600037,1.0,3.72663024728775,1.0,3.9774902891144754,0.9990000128746033,,,1.6490973288438693,1.0,,,1.9890462538613811,1.0,3.7354363868228293,0.9990000128746033,2.643528702321955,0.9879999756813049,4.687321729943448,0.9980000257492065,,,1.0208486665515168,1.0,,,2.240072320261099,0.9990000128746033,2.331116685196179,1.0,1.7624097139995636,1.0,2.848191707030972,1.0
6621,1.0544240133836087,1.0,2.995387287146683,1.0,4.149957108212079,0.9990000128746033,,,4.592701274849047,0.9990000128746033,2.878063585121089,1.0,2.0349262885912913,1.0,3.4411662267318706,1.0,,,0.9555862075187057,0.9900000095367432,3.419317183298461,0.9980000257492065,,,,,,,,,1.6017880633841652,0.9900000095367432,,,5.781532409318483,0.9990000128746033,,,3.422781617339903,1.0,2.7960304004069743,0.996999979019165,7.74805949899716,0.9919999837875366,2.0630138147865,0.9980000257492065,,,4.636415533577632,1.0,,,2.1176942649967176,1.0,2.450249987246188,1.0,6.009643333842709,1.0,2.615574889006224,1.0
6622,,,,,,,2.649440695694102,1.0,1.5245343551393156,0.9959999918937683,,,,,6.257302374026672,0.9279999732971191,,,1.7284481479060956,0.9990000128746033,1.2203134843145889,1.0,,,,,2.308541530923802,0.9990000128746033,3.146277165158844,0.9990000128746033,1.2372295664103665,0.9909999966621399,,,2.3632731539117655,0.996999979019165,3.726160758743508,0.9890000224113464,1.0530384608360674,1.0,3.153404033738774,0.9980000257492065,4.383308795875559,0.9959999918937683,0.8296915089357065,1.0,,,4.058423585580981,0.996999979019165,,,,,1.0166066102480336,0.9990000128746033,1.6526732889473368,1.0,1.2855741907801252,1.0
6623,1.230675018028719,0.9980000257492065,,,5.1868195457332025,0.9929999709129333,3.635893425280783,0.9990000128746033,,,3.4380023269334727,1.0,1.3579396157414396,0.9959999918937683,,,,,2.9001436171334665,1.0,1.0040766902981226,1.0,3.0195446676609974,0.9990000128746033,,,1.2091790603545782,1.0,,,2.72545867699366,0.996999979019165,,,1.2139608725160909,1.0,,,3.423420803815973,1.0,4.03633608610581,0.9990000128746033,2.0314342224152924,1.0,0.9640331944492355,1.0,,,4.264219154780866,1.0,,,,,4.659834546419006,0.9990000128746033,3.1601950889146058,1.0,2.4480051062038157,1.0
6624,,,,,3.0851904317237815,0.953000009059906,4.184182237905044,0.9980000257492065,,,,,2.550087449480887,0.996999979019165,,,,,1.0319326528412742,0.9990000128746033,2.319263891841521,1.0,0.968839511993613,1.0,0.5966615456018458,0.9990000128746033,1.2037046980052928,1.0,2.0980679207308843,1.0,3.4485962361517517,0.996999979019165,,,2.3465297782043955,0.9980000257492065,,,3.207611104856698,0.9990000128746033,1.7356364826771764,0.9990000128746033,0.3339461034358725,0.9990000128746033,2.3449292100189076,0.996999979019165,0.43914462310266034,1.0,1.8133617951197614,1.0,4.144667537933537,0.9950000047683716,2.6087930159366923,0.9990000128746033,0.7763633170107879,1.0,6.847685302348525,1.0,4.84724426865411,1.0
6625,,,2.7950930217078644,0.9990000128746033,3.6378150035426655,0.9950000047683716,5.200884636290246,0.9940000176429749,,,,,,,1.8035867043200335,1.0,3.2169931613231566,0.9879999756813049,,,,,,,3.868145033475352,1.0,,,2.2366045694310914,0.9990000128746033,2.404756952375848,1.0,,,3.0586173346791585,0.9900000095367432,,,2.7474324377498376,0.9990000128746033,3.563116753630161,0.9980000257492065,2.107496381966073,1.0,3.3833134646378995,0.9990000128746033,,,4.577400353912699,0.9990000128746033,1.1026232357428378,0.996999979019165,,,4.014407179148637,1.0,4.8116026436105575,1.0,1.826772016426785,1.0
6626,1.6617063519166235,0.9890000224113464,5.193520771114704,0.9769999980926514,2.9001649953062882,1.0,,,4.5850393673337155,0.9990000128746033,1.4976708583664227,0.9980000257492065,0.06113100686231998,0.996999979019165,0.8299644570703132,0.9990000128746033,0.7837863229222741,0.9990000128746033,,,,,,,2.506118113736859,0.9990000128746033,11.710020751476064,1.0,,,0.2748235797743813,0.9959999918937683,,,4.20603958611899,0.9980000257492065,,,4.367699737848281,1.0,0.8830277458834426,1.0,3.138708173755576,0.9959999918937683,4.480984378459714,0.9990000128746033,,,2.1083272990691073,0.9980000257492065,,,,,4.951978291551787,1.0,,,1.7307801709055874,0.9980000257492065
6627,5.2480820306088845,0.9520000219345093,,,0.8543968632901063,0.9990000128746033,2.1264159988111504,1.0,2.082951991765531,1.0,2.794434826579435,1.0,4.966858564525475,0.9990000128746033,1.8771726079399067,0.9980000257492065,,,1.2571511444532022,1.0,,,1.9801386315104346,1.0,3.3079374238337893,1.0,1.5652942215442995,1.0,1.3083424628131524,1.0,1.0292531272723868,0.9990000128746033,,,2.5843368588479403,0.9940000176429749,,,1.3932020671819418,1.0,3.029010729594746,1.0,4.8444034720489375,0.996999979019165,2.9796813588033104,0.9990000128746033,,,3.932527431563581,0.9990000128746033,,,1.7320487868417758,1.0,2.8905476989663996,1.0,7.234028614817612,1.0,2.027985453596749,1.0
6628,2.8714275195449495,1.0,,,0.5355903285161231,0.996999979019165,,,1.2435179934363496,1.0,0.6648308055437825,1.0,2.7422846314706257,0.9980000257492065,,,,,2.1038310293367357,1.0,,,3.5539805852029986,0.996999979019165,,,8.068564804226316,0.9990000128746033,5.46911199373355,1.0,2.0921713600945866,0.9990000128746033,,,2.9869832607499016,0.9990000128746033,1.193412753409327,0.9990000128746033,3.423088809832425,0.9990000128746033,5.360303069789999,0.9980000257492065,3.962357000574286,0.9879999756813049,0.6576397189951294,0.9980000257492065,,,4.404870259156336,0.996999979019165,4.550201424112994,0.9909999966621399,2.9483006970117476,1.0,3.5989912475581374,1.0,4.761514990000573,1.0,2.8627275455411323,1.0
