scorer,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur
individuals,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,end1,end1,end2,end2,interm1,interm1,interm2,interm2,interm3,interm3,end1,end1,end2,end2,interm1,interm1,interm2,interm2,interm3,interm3,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
134,1.8128265223126603,1.0,1.6113727067318004,1.0,2.705472463360229,1.0,0.9434940381369185,1.0,3.0585537840619703,1.0,2.811250611382759,1.0,1.72966615275898,1.0,1.449131313063111,1.0,1.0285700024791782,1.0,2.428989926389169,1.0,0.9085637016742563,1.0,1.0847234670642922,1.0,1.98546143167732,1.0,3.7383018872209934,1.0,3.617828919609308,1.0,2.2351213600569464,1.0,3.2772279692198447,1.0,1.9439253039744262,1.0,2.179706283317466,1.0,3.3100489861439644,1.0,2.8835994270233596,1.0,1.3695744878529421,1.0
135,6.298805601064335,1.0,12.933983222503397,0.996999979019165,12.057239352874259,1.0,11.083384241737805,1.0,12.030223576995564,1.0,8.515224952988627,1.0,5.7439784122157,1.0,3.527354391041537,1.0,1.770282745778176,1.0,2.7803399072775443,1.0,1.743884691662448,1.0,5.418645318006942,1.0,4.265965072524632,1.0,2.8311102062618603,1.0,7.377500844710188,1.0,9.228102869553245,1.0,5.239150772832771,1.0,6.506387226393348,1.0,7.773339358655387,1.0,25.837089534288307,0.9860000014305115,6.18037684935149,1.0,,
136,1.0465548241731153,1.0,13.360596580991393,0.9959999918937683,4.299574179497294,1.0,9.67707789056177,1.0,11.939467225341417,1.0,2.5013454379593165,1.0,5.968171998191762,1.0,3.846559477312152,1.0,2.0603000388292916,1.0,2.537301777972013,1.0,5.030002485088822,1.0,1.3509411534185822,1.0,13.166813585678208,1.0,4.640111313319962,1.0,10.132845288895167,1.0,5.52480603693777,1.0,8.277258513032848,1.0,3.1681409517668575,1.0,13.18632727466997,0.9769999980926514,2.502258308572766,0.9990000128746033,1.6635663497438362,1.0,8.454648516154945,0.9610000252723694
137,4.363192164141388,1.0,1.679552486863283,1.0,0.2361470164386391,1.0,2.194968860778873,1.0,2.447295700878794,1.0,0.6155613395033734,1.0,2.4423965992775334,1.0,0.5756077510749288,1.0,1.4732234883756208,1.0,0.8310124973441716,1.0,0.7639667930892771,1.0,1.9565317900439463,1.0,0.9342018039097713,1.0,0.20627464834379627,1.0,2.0696274257785197,1.0,1.456432844820961,1.0,3.137957885910156,1.0,5.247224845188728,1.0,6.692822178808564,1.0,0.9856380838642709,1.0,2.401260835329062,1.0,,
138,2.9910158809341363,1.0,17.307908394719437,1.0,7.92917841346122,1.0,13.695649172273784,1.0,16.79927401147145,1.0,2.160746630218369,1.0,2.5909480890206757,1.0,5.710346594240379,1.0,3.6962606850677853,1.0,4.73234724533317,1.0,7.75471533971428,1.0,7.217160106302225,1.0,4.60304568386207,1.0,1.3148764200486793,1.0,5.424495645902038,1.0,8.861777524889373,1.0,11.218583781565759,1.0,11.3638188626216,1.0,4.242281276283235,0.9990000128746033,8.15933820439841,0.8650000095367432,5.567922862253032,0.996999979019165,4.125001758303917,1.0
139,1.3620998494970733,1.0,2.032826603525249,1.0,0.6507824617336119,1.0,3.3306960608857623,1.0,2.406079864115069,1.0,1.039663407069822,1.0,2.824783354524733,1.0,1.7103230688966071,1.0,0.9318825033232361,1.0,1.3754566514434787,1.0,1.3524736053928417,1.0,2.243804795403711,1.0,3.75982511610944,1.0,1.877920392348941,1.0,3.945985940229276,1.0,1.124043859224853,1.0,2.558864011610309,1.0,1.8562560008939142,1.0,1.8224528773274016,1.0,2.2903485594682356,1.0,2.280137057284058,1.0,1.5105046180862085,1.0
140,1.3182689406945816,0.9990000128746033,4.276118800968924,1.0,1.2465556710942316,1.0,1.6155616573894105,1.0,0.8468881192851615,1.0,2.7939599138140743,1.0,1.1696020690816198,1.0,2.3393300990882198,1.0,0.6920066834937295,1.0,1.4454161381761739,1.0,0.2433474881727711,1.0,3.3104984518951217,1.0,1.5476592002117286,1.0,5.195932640056054,1.0,3.0551166016494262,1.0,0.9748345786729844,1.0,0.14858680736764582,1.0,1.7014406631105021,1.0,0.6431588422492783,1.0,3.0411181405960863,1.0,3.0101636168155332,1.0,0.9962936256157442,1.0
141,2.240291275705016,1.0,0.36672196552701575,1.0,0.5677035427932569,1.0,1.0047767164897907,1.0,0.4507635882588628,1.0,,,3.077312138864006,1.0,0.7707878685826063,1.0,3.929317594020533,1.0,2.1972850385049862,1.0,5.530676697123175,1.0,3.2330733873411273,1.0,5.872621646249664,1.0,,,1.7719655582574967,1.0,0.8456866930250759,1.0,2.3314621818677956,1.0,1.6519818727632751,1.0,3.412747132592237,1.0,1.5827702960994015,1.0,3.1664019012121916,1.0,1.1665166294390872,1.0
142,2.1460754879547093,1.0,2.4295293782953125,1.0,0.5011287600333008,0.9990000128746033,3.1091961287845207,0.9990000128746033,1.7673965014682396,1.0,,,,,,,,,,,1.617687238003704,1.0,1.5275644012610075,1.0,1.9220182101114567,1.0,3.53572057719499,1.0,3.6107525055540175,1.0,2.441526651707024,1.0,2.767440396762823,1.0,3.2177549842510293,1.0,2.008076064298106,1.0,2.5010527398883196,1.0,2.4279260697146836,1.0,3.4162708128892367,1.0
143,1.681976218619021,1.0,3.596061317608454,1.0,3.588973626784322,1.0,2.6817879441011647,1.0,3.059130839048404,1.0,,,1.2599496021667007,1.0,1.9567439256020767,1.0,2.685545618621895,1.0,1.6258011832948505,1.0,1.033504320813097,1.0,1.3189724715090945,1.0,3.2774844011832918,1.0,0.951590773389497,1.0,1.350292831994119,1.0,2.2502910135298784,1.0,5.266596370346731,1.0,3.024536719194993,1.0,0.8009091574338254,1.0,1.1339973884925996,0.9990000128746033,5.205446858820111,1.0,2.6493435247824064,1.0
144,4.105983195289522,1.0,4.371617778351592,0.9990000128746033,5.7142000452108395,1.0,5.097575751395947,1.0,2.6426381043373985,1.0,19.586624134852816,0.4259999990463257,16.52409634442981,0.29100000858306885,14.78091500254632,0.2150000035762787,19.001868888348795,0.878000020980835,3.2298247340219364,0.972000002861023,2.0015074488267732,1.0,4.760244726158762,1.0,4.391969148343374,1.0,5.2872700895641795,1.0,4.793411715224015,1.0,6.532274385660979,1.0,2.954546576847909,1.0,3.5889059650448853,1.0,5.119217124795242,1.0,16.339882276616805,0.39800000190734863,2.433932003980392,1.0,50.75747074518061,0.33000001311302185
145,2.211392547694816,1.0,3.603576695451347,1.0,1.013952969816657,1.0,0.40537205133061227,1.0,0.7873313311433928,1.0,13.280486813366474,0.3930000066757202,1.7168182780946932,0.953000009059906,32.938078702696075,0.9580000042915344,8.949631416991418,1.0,24.613515568179174,0.925000011920929,3.9660132894870226,1.0,3.200776492811959,1.0,1.6336293949363103,1.0,3.28747228125199,1.0,9.428194653018702,1.0,10.909214292234935,1.0,10.612302022458156,1.0,2.760733040693449,1.0,6.117334681208712,1.0,11.033167093136923,1.0,2.028792990918497,1.0,33.36892646742515,0.9940000176429749
146,1.7632997476322783,1.0,1.0119570148973536,1.0,0.8913878444991418,1.0,0.9134744962620918,1.0,2.0435712440940144,1.0,1.3235059501188358,1.0,1.5810281464920442,1.0,3.9125448320114873,1.0,4.292024493173409,1.0,1.7217555176331016,1.0,2.121324586196095,0.9990000128746033,0.757942609964633,1.0,0.9033385195383457,1.0,,,3.3191502330482647,1.0,2.843841107647686,1.0,2.9744637345165112,1.0,3.10825127520385,1.0,2.921463035020834,1.0,2.6318887651830516,1.0,1.8662617715636753,1.0,5.103098500953725,1.0
147,0.5842011594488717,1.0,2.209842772145953,1.0,1.9602866845227414,1.0,1.481021254257082,1.0,4.095557400406137,1.0,2.064084211861523,1.0,2.2080432110865966,1.0,3.02657684136253,1.0,1.6537766963171385,1.0,1.3662302556764274,1.0,2.0689973995304687,1.0,1.8094662991431232,1.0,6.112029450755106,1.0,1.2773770116426268,1.0,4.381879799102278,1.0,1.5997350978453693,1.0,0.9012996922321651,1.0,2.627107454474316,1.0,3.3541158121874917,1.0,1.0112321764174992,1.0,2.1332862694202666,1.0,2.434710339674899,1.0
148,0.6774555335961249,1.0,1.6393785407892054,1.0,1.3533724542785799,1.0,2.0313212449044507,1.0,2.9728876534440176,1.0,0.8890877347033513,1.0,2.402707015014501,1.0,1.5898826133013713,1.0,0.5930602969534304,1.0,1.2661792078246612,1.0,1.8179753590111556,1.0,1.7642594798497704,0.9980000257492065,3.699826076993351,1.0,,,0.9032808035723768,1.0,2.4853472579037192,1.0,2.5448796582394486,1.0,6.2863285023360085,1.0,1.031540128858948,1.0,2.2797629210216894,1.0,1.834733768152758,1.0,1.1944601910223247,1.0
149,4.76957761118554,1.0,9.825151994625742,1.0,6.469500332754768,1.0,3.952408530498954,1.0,4.929164567582384,1.0,54.81512600465808,1.0,59.86384972531184,1.0,24.33284772400735,1.0,0.25550588643537137,1.0,31.393946808853133,1.0,8.146545952657481,0.890999972820282,5.7744540830391635,1.0,5.367837495720055,1.0,2.306450870371652,1.0,8.762425578107152,1.0,17.154936261748226,0.9990000128746033,13.610859434310418,0.6959999799728394,,,,,,,,,,
150,4.44461606890856,1.0,2.6456040898063153,1.0,1.3376181256248125,1.0,1.5382568056082464,1.0,1.094371166469579,1.0,1.8932187004712409,1.0,1.393129570427682,1.0,0.4492748325995131,1.0,1.0698247520038118,1.0,2.5033502551580553,1.0,3.9204295682998898,1.0,3.9655210250356485,1.0,0.9401898744402415,1.0,5.985463891796554,1.0,3.2563164445719486,1.0,1.2691506186977124,1.0,0.649828757730336,1.0,0.8400958248182571,1.0,1.9535598080545935,1.0,2.8097860039055065,0.9950000047683716,1.4991160728909572,1.0,,
151,2.16246086669793,1.0,1.3157298354905649,1.0,1.88389912304491,1.0,1.1411210442637372,1.0,2.338119374055749,1.0,2.271387241313108,1.0,0.3594885255470591,1.0,1.1221107899846705,1.0,2.9108772732631367,1.0,3.558833042585722,1.0,1.0456662947613677,1.0,1.4060334277676256,1.0,3.0483944954680293,1.0,,,5.0030343191570585,1.0,3.435669006193433,1.0,1.973318188897542,1.0,1.5472435123778163,1.0,2.790477521218328,1.0,3.210056631934374,1.0,1.2078650586882518,1.0,2.0329647216781517,1.0
152,1.1004517254291426,1.0,1.3726037301421175,1.0,3.2636678848344958,1.0,3.1077397558807567,1.0,1.4112069858660021,1.0,1.218334108526841,1.0,1.3161838777313777,1.0,0.904919819535269,1.0,4.259486961680614,1.0,0.49221835467385266,1.0,1.6085412646245745,1.0,2.5450495083593134,1.0,2.2150099322576353,1.0,0.6639284600015288,1.0,1.3286080944713767,1.0,4.434092733608485,1.0,1.5314953052281617,1.0,1.4102969497880034,1.0,3.0843321537955717,1.0,1.2146809612138973,1.0,1.8632686333430073,1.0,2.504394759105933,1.0
153,1.0020843277887872,1.0,1.6226478361000385,1.0,2.26546292332779,1.0,3.990478442014293,1.0,3.450776302492927,1.0,3.2561193159956416,1.0,1.9356383959820316,1.0,3.4486883855649877,1.0,2.20988011183364,1.0,3.567597613354787,1.0,2.4238698397397984,1.0,4.157403035549968,1.0,2.853775043692136,1.0,2.0822336564372357,1.0,1.2146578028475188,1.0,3.877688446638228,1.0,2.5500355595661994,1.0,0.6539929501260372,1.0,3.8538257933664672,1.0,2.9204152917637414,1.0,0.802342819497997,1.0,0.7052230906352561,1.0
154,3.6399556315977155,1.0,1.047667886307442,1.0,2.124790322528406,1.0,3.498053941357878,1.0,3.554546201087312,1.0,3.842531587378263,1.0,3.1261159607410534,1.0,2.924120205146881,1.0,0.4009065947355777,1.0,1.7937842804306137,1.0,3.704016889092275,1.0,1.593457973200592,1.0,3.2043634313229616,1.0,1.3293878290400953,1.0,2.0616582147604468,1.0,0.5956177771774729,1.0,1.4353260525055191,1.0,1.2363260358578887,1.0,4.188172507647774,1.0,2.6346455079611335,1.0,2.5456983324816838,1.0,1.2123962825551464,1.0
155,,,,,,,,,,,,,,,,,,,,,5.296943756457571,1.0,2.988423892848057,1.0,1.4179160619684856,1.0,1.8357758519175547,1.0,3.406402075591388,1.0,2.4966161876655897,1.0,0.7712732894014207,1.0,2.033429969835599,1.0,0.9143365043062157,1.0,0.8868779575415492,1.0,1.8559414649423036,1.0,0.30188547117528913,1.0
156,,,,,,,,,,,,,,,,,,,,,1.66262339849326,1.0,3.767237333965736,1.0,1.7847994681586752,1.0,2.41208133875986,1.0,2.7398624654623265,1.0,1.4168787272346655,1.0,3.41625330494169,1.0,0.604388940042958,1.0,2.32720220320695,1.0,0.6744736448560591,1.0,3.6213190175629584,1.0,0.9911864981268057,1.0
157,,,,,,,,,,,,,,,,,,,,,1.706035266536405,1.0,2.076183513898942,1.0,1.911787160923973,1.0,2.1806708373672885,1.0,1.6119296257109643,1.0,2.1640807284310952,1.0,5.799727116145523,1.0,2.0865251428286857,1.0,2.35291655035691,1.0,1.6730691093962895,1.0,2.1902386777064855,1.0,4.445349810831294,1.0
158,,,,,,,,,,,,,,,,,,,,,3.643385078854246,1.0,4.064316605214598,1.0,3.724614213669404,1.0,,,3.2005713279208834,1.0,4.137331652701345,1.0,0.5276735748945712,1.0,2.9747745236757215,1.0,2.141543113024475,1.0,1.4678939706242145,1.0,3.000592895247335,1.0,2.195568823334059,1.0
159,,,,,,,,,,,,,,,,,,,,,3.0412689458774125,1.0,2.7046974076979176,1.0,5.080007157979294,1.0,1.0279610723568133,0.9990000128746033,0.9160538817904139,1.0,3.246217189803837,1.0,1.1135067061859496,1.0,1.8759641739817063,1.0,,,,,3.248414177426708,1.0,,
160,,,,,,,,,,,,,,,,,,,,,4.740841646168062,0.9990000128746033,2.9136311735156593,1.0,3.862869909488338,1.0,3.925828483012977,1.0,5.673582546000008,1.0,6.5498072531072316,0.9950000047683716,6.1670069573218,0.9919999837875366,7.047351637373868,0.9570000171661377,,,,,5.386482348588375,1.0,,
161,,,,,,,,,,,,,,,,,,,,,1.2290841983417984,1.0,0.9599460680096099,1.0,2.7040123277276713,1.0,,,2.3718230610958932,1.0,2.488985412119313,1.0,1.709262229833149,1.0,2.747146251352822,1.0,1.2372711291826666,1.0,0.9475153887655797,1.0,1.871318940077305,1.0,2.250136577804963,1.0
162,,,,,,,,,,,,,,,,,,,,,3.0109821548055375,1.0,2.2301220650725866,1.0,3.241876868525686,1.0,,,4.38945535281882,1.0,18.28986806920317,1.0,21.24169922373527,1.0,36.728403833914676,0.5529999732971191,5.71398771177121,1.0,4.4317754610607105,1.0,,,5.9111941172332045,0.9950000047683716
163,,,,,,,,,,,,,,,,,,,,,1.7344040318185516,1.0,3.5738883438038447,1.0,4.392797429533599,1.0,,,1.2862066010363165,1.0,2.152382503028711,1.0,3.440525628966945,1.0,1.3742042775236314,1.0,3.5677304430051953,1.0,1.8460273016482787,1.0,,,1.6633756832211313,1.0
164,,,,,,,,,,,,,,,,,,,,,3.526242015565802,1.0,1.8435508078585823,1.0,4.945070725584277,1.0,,,2.03170629993998,1.0,1.9542095273197668,1.0,1.8391903987388036,1.0,2.3178628332692046,1.0,5.693355605707457,1.0,3.019420509056868,1.0,,,3.9082665233828564,1.0
165,,,,,,,,,,,,,,,,,,,,,1.043637772241933,1.0,2.7572978685766336,1.0,1.3501825259313034,1.0,1.36918656898946,1.0,2.613979864676742,1.0,2.888641754741302,1.0,1.994901631272619,1.0,3.844644404554769,1.0,,,,,2.1292352075407477,1.0,,
166,,,,,,,,,,,,,,,,,,,,,2.84335580694944,1.0,3.6441971057665614,1.0,7.539861273273799,1.0,2.814147016977641,1.0,10.224721463608454,1.0,13.197588718957249,0.9900000095367432,7.096775204746987,0.9800000190734863,24.156821673936385,0.03400000184774399,74.11014387860159,0.7039999961853027,14.223690913646173,0.7099999785423279,,,,
167,,,,,,,,,,,,,,,,,,,,,2.457880364886912,1.0,7.633354958440551,0.7559999823570251,10.072271131571725,1.0,,,9.54092025774035,1.0,5.386516912347347,1.0,4.1532977597900596,1.0,1.7982997114333799,1.0,2.304204237176456,1.0,13.72017186909098,0.996999979019165,4.482299478639609,1.0,8.404867407075148,1.0
168,,,,,,,,,,,,,,,,,,,,,,,6.536554002567695,0.2809999883174896,,,,,5.755756872611547,0.8420000076293945,19.958934906668212,0.9449999928474426,2.376649521512773,0.9700000286102295,3.22732311058115,1.0,2.5968041322706146,0.9129999876022339,2.000745462737696,0.9990000128746033,5.838837696635866,1.0,,
169,,,,,,,,,,,,,,,,,,,,,2.132903828252192,1.0,1.3759004795244683,1.0,1.979148233297328,1.0,0.6317468003386956,1.0,2.997795605804066,1.0,2.878976742525109,1.0,1.3125181879974739,1.0,1.291459593381088,1.0,4.433709222372475,1.0,0.6103575245588532,1.0,1.9838341422775525,1.0,0.8068630383250607,1.0
170,,,,,,,,,,,,,,,,,,,,,3.907310311113564,1.0,16.523942741876528,0.890999972820282,9.09225814108952,1.0,,,7.2410651926540766,1.0,5.2580347441379605,1.0,8.360016315479752,1.0,3.426187085473328,1.0,3.3494619055030093,1.0,21.750187229741467,0.8090000152587891,2.953231531192926,1.0,18.466740342977904,1.0
171,,,,,,,,,,,,,,,,,,,,,3.63699856979335,1.0,5.82710433218181,1.0,0.44202943691877594,1.0,4.113479593689516,1.0,4.11920408161361,1.0,2.536641534125939,1.0,1.5747750781345249,1.0,3.837679269545495,0.984000027179718,,,,,3.844442232628677,1.0,,
172,0.5361122624785649,1.0,3.803198038860533,1.0,3.040807441145163,1.0,0.8262018844848344,1.0,0.8664198259997247,1.0,2.2568933069616253,1.0,1.3921463227675213,1.0,2.5347899843727633,1.0,0.6733890821786208,1.0,3.125872170913471,1.0,,,,,,,,,,,,,,,,,1.6176303422681004,1.0,2.2143483437742453,1.0,0.39988654053528605,1.0,2.450118883474651,1.0
173,2.741289573938703,1.0,2.023571682380431,1.0,1.489909167662054,1.0,1.609411185927417,1.0,4.032585913285219,1.0,0.44538639831610927,1.0,2.4874111350761052,1.0,2.6569839442347334,1.0,0.8276686429678937,1.0,2.6441581409281945,1.0,0.6002669351363122,1.0,0.46565712958455174,1.0,2.086532504437266,1.0,2.1512752457888804,1.0,1.708697140037875,1.0,1.9289364408033627,1.0,2.627866931423402,1.0,1.5873499076941198,1.0,2.270817313352775,1.0,1.3047770694892782,1.0,1.3069723926182233,1.0,2.6655881869677893,1.0
174,2.0962958118537998,1.0,3.6240513060017,1.0,0.4683255117094806,1.0,3.8739336580317287,1.0,1.8025783588352007,1.0,2.035627421739217,1.0,3.161524105647279,1.0,1.7824453293141305,1.0,1.1760323611457781,1.0,1.5828593715423314,1.0,2.3160076607079154,1.0,3.825545089809908,1.0,2.3329736913894115,1.0,1.6225261933043453,1.0,6.575111374551366,1.0,1.2019497209092678,1.0,4.858203753055412,1.0,0.19485231762006877,1.0,2.6576522341826565,1.0,1.5226436450442762,1.0,1.1634658655443704,1.0,3.0299556196323274,1.0
175,51.3651084290101,0.9160000085830688,4.234702747292218,0.9760000109672546,23.728941119859694,0.5609999895095825,5.526338616262968,1.0,6.054048766953759,0.9959999918937683,0.7667330333792903,1.0,2.5571697167995175,1.0,9.543109018614283,1.0,6.519869183779688,1.0,6.248728066368902,1.0,7.9817263700364345,1.0,13.018613169203844,0.9980000257492065,2.8876871562639606,1.0,,,7.536869332763419,0.9919999837875366,12.557981432117545,1.0,2.527677391401349,1.0,4.3524551636128495,1.0,4.3782907419885335,1.0,2.836072450983629,1.0,0.9694911357893916,1.0,4.88456778801479,1.0
176,3.2296169274861075,1.0,,,1.9652680565749767,1.0,,,,,2.344982868089099,1.0,3.3484091789563806,1.0,2.924007126933632,1.0,0.48718037183554735,1.0,0.8368850995366107,1.0,6.493145785005478,1.0,1.8386244641686542,1.0,3.2290116144341527,1.0,,,0.23281035775751588,1.0,1.6662894189441102,1.0,2.2314270225216424,1.0,0.7575071040454261,1.0,2.33755793334495,1.0,3.0055556644077344,1.0,0.8096451510012276,1.0,0.24213267580048778,1.0
177,0.8011000744801621,1.0,0.56644901295091,1.0,1.65358421264179,1.0,3.4041689742186185,1.0,2.8551969399736405,1.0,3.7835548362728413,1.0,1.4340918736242954,1.0,1.5231805144714485,1.0,1.756561897613276,1.0,3.798116514709901,1.0,2.6156373820348198,1.0,3.4814959945769237,1.0,2.6540436853291074,1.0,,,1.9600178458481747,1.0,3.278345675700549,1.0,1.6126753345818035,1.0,0.06176657209432848,1.0,5.48174162206109,1.0,1.590027812559036,1.0,1.4226269049281934,1.0,2.0817366849954855,1.0
178,3.0978738611925527,1.0,3.956839662654659,1.0,1.8027205278856133,1.0,1.7132807504823289,1.0,1.7852004487632844,1.0,3.4728702713503568,1.0,2.772228241632348,1.0,3.005233184809967,1.0,4.3970161664446294,1.0,1.06671903273209,1.0,3.9674545722581906,1.0,1.0736763493094152,1.0,2.7248047450616664,1.0,1.9018991472198445,1.0,3.53819994785831,1.0,2.614324225462866,1.0,4.931218576953495,1.0,1.6483071122854598,1.0,1.3222588828326365,1.0,2.1746542432679963,1.0,1.2031294142444302,1.0,3.5977267795557992,1.0
179,,,1.6021713913160587,1.0,,,,,3.5699952965645827,1.0,3.0390801996737546,1.0,2.476414629675449,1.0,1.1716088960152322,1.0,2.0666453797154176,1.0,2.9553732941697497,1.0,0.8320923844317563,1.0,0.786583112602599,1.0,2.8585386466297162,1.0,0.7330273486394295,1.0,6.810772349093193,1.0,6.933939263453074,1.0,4.39921911733265,1.0,1.1433759374028445,1.0,4.329195341640706,1.0,1.5086870991902306,1.0,0.9424350772654515,1.0,,
180,,,,,,,,,,,4.12882336083254,1.0,3.8908555992081735,1.0,1.9847681167225204,1.0,2.7324105257554825,1.0,2.015882980354589,1.0,6.072856549199391,1.0,4.739717805652111,1.0,1.1509388939540857,1.0,,,8.433622973696654,1.0,2.3650815218868977,0.9980000257492065,8.556261836994462,0.9950000047683716,3.539527243970401,1.0,5.726954923573997,1.0,21.941404787780773,0.847000002861023,2.3009365450774784,1.0,,
181,,,,,,,,,,,3.628215224192182,1.0,3.0767312643592106,1.0,1.22064659699929,1.0,1.9252330372980841,1.0,3.5715409456552973,1.0,2.7908245912839575,1.0,1.668351772190193,1.0,1.6635175902276995,1.0,2.3791164684965023,1.0,0.6798054064569898,1.0,3.2860252190537658,1.0,2.9665686852168127,1.0,0.565065104795199,1.0,1.4055915663868919,1.0,2.4998970308956463,0.9990000128746033,0.8965258122980724,1.0,,
182,3.9368088405586312,1.0,1.3809516786213412,1.0,1.475815335818525,1.0,3.6704611452623155,1.0,2.8725680981690025,1.0,2.1046844164270255,1.0,1.5349496996784604,1.0,4.633888625887452,1.0,2.644192215743733,1.0,3.4097324682257337,1.0,3.548318901827706,1.0,1.9155404377117111,1.0,1.5635642555663571,1.0,1.6200353499120472,1.0,8.028896281844764,1.0,3.0385489931605942,1.0,0.5969076780025343,1.0,1.798764692733042,1.0,2.183840951369428,1.0,2.1384438562981067,1.0,1.1088551881736446,1.0,4.071451209096449,1.0
183,2.5832321245772016,1.0,,,3.4539813650148994,1.0,2.31655383865113,1.0,2.443699093990307,1.0,3.030129451387998,1.0,0.5634844477473292,1.0,1.6871564597223745,1.0,1.048046677367038,1.0,1.4880603349781087,1.0,0.888384656286414,1.0,4.696091376382392,1.0,2.461475572097475,1.0,0.9733333883411188,1.0,1.535234274575791,1.0,0.10939486176819302,1.0,3.2712966130463457,1.0,1.4896531071416923,1.0,,,,,2.150747069325203,1.0,,
184,,,,,,,,,,,4.350957599314602,1.0,2.5807816100648697,1.0,1.1920231488722988,1.0,0.8599499732601426,1.0,1.7466451450026081,1.0,4.143972195830134,1.0,0.7228901022854775,1.0,2.6519476012356606,1.0,,,1.2632291568038567,1.0,2.5986764475970774,1.0,0.8011882381792045,1.0,2.386522865501974,1.0,2.274654114295211,1.0,,,1.5725897377965585,1.0,,
185,2.9856579580699845,1.0,,,0.7931860518183782,1.0,,,,,3.5501492265085646,1.0,1.8898573693072738,1.0,0.8295566262988329,1.0,1.8586538515642856,1.0,2.4530530010108897,1.0,2.0674568552570673,1.0,1.5291177636423319,1.0,1.6716291917046986,1.0,1.4514391705206355,1.0,0.812009041717701,1.0,5.4830989064040905,1.0,3.172659689178289,1.0,0.9148970774099174,1.0,5.654678003144996,1.0,3.3174178239288525,1.0,1.6823957050672116,1.0,2.0372275398881166,1.0
186,,,,,,,,,,,8.997334185080575,1.0,12.91475984512966,1.0,7.844589971472252,1.0,9.48509128853535,1.0,12.863039622853494,1.0,1.8959303304523984,1.0,0.9467597916590084,1.0,0.6937027357870175,1.0,2.2963372156638844,1.0,3.9423022194669874,1.0,4.55409458579066,1.0,7.401825508164755,1.0,4.958594476707298,1.0,4.5783650014694555,1.0,17.914464015606196,0.9990000128746033,0.7171417097645784,1.0,28.4621304004361,0.9559999704360962
187,,,,,,,,,,,,,,,,,,,,,1.424637759261513,1.0,1.3600456441178297,1.0,2.0990767101241734,1.0,,,4.658136695895178,1.0,3.0883624093380924,1.0,0.20235087471666924,1.0,2.7026051893592506,1.0,1.6997646835314464,1.0,2.1327675496910934,1.0,3.695322269635612,1.0,1.762641497186994,1.0
188,,,,,,,,,,,,,,,,,,,,,1.001915685495545,1.0,1.9751883521009703,1.0,0.7686237188381094,1.0,1.846093509090092,1.0,2.1295231626378968,1.0,2.8014460682359106,1.0,1.3591795602591166,1.0,0.2246950530889037,1.0,,,,,1.344640261914488,1.0,,
189,,,,,,,,,,,,,,,,,,,,,1.2994233015283658,1.0,5.951883476635064,1.0,10.369960328554859,1.0,12.568167115293644,0.6729999780654907,11.754458599689624,0.996999979019165,11.730449799437771,0.9819999933242798,17.24119536365097,0.296999990940094,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,0.5871982090127141,1.0,1.2387149201669299,1.0,3.5073188219400357,1.0,,,1.8396460512886967,1.0,2.7552309450636767,1.0,3.8729095025585383,1.0,2.4598579477633935,1.0,2.7412144158370673,1.0,2.1345940269552854,1.0,3.1102201739522637,1.0,1.0710034086613134,1.0
191,,,,,,,,,,,1.7966584829601566,1.0,4.569774426662239,1.0,2.084403764986997,1.0,0.9832357465480498,1.0,2.92065525466421,1.0,4.8726459056323135,1.0,1.7199090237679406,1.0,2.051794269683202,1.0,4.798869275124887,1.0,4.045181525865498,1.0,1.8420599831486761,1.0,2.0906988614449418,1.0,4.403978434791279,1.0,,,,,0.3118972151746534,1.0,,
192,,,,,,,,,,,,,,,,,,,,,3.537249733615579,1.0,0.9830037402245194,1.0,2.9086660436018286,1.0,1.7480572266367385,1.0,4.027429637523333,1.0,1.9590380660319484,1.0,4.464821170135994,1.0,4.640272699796979,1.0,,,,,5.119184063459244,1.0,,
