scorer,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur,Mostafizur
individuals,p1,p1,p1,p1,p1,p1,p1,p1,p1,p1,p2,p2,p2,p2,p2,p2,p2,p2,p2,p2,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,end1,end1,end2,end2,interm1,interm1,interm2,interm2,interm3,interm3,end1,end1,end2,end2,interm1,interm1,interm2,interm2,interm3,interm3,leftear,leftear,rightear,rightear,shoulder,shoulder,snout,snout,spine1,spine1,spine2,spine2,spine3,spine3,spine4,spine4,tail1,tail1,tail2,tail2,tailbase,tailbase,tailend,tailend
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
250,3.7761788019667026,1.0,,,4.317675267977238,1.0,2.941725656899193,1.0,,,3.7577842129597148,1.0,7.605492248938607,1.0,1.3690423400157727,1.0,1.9213023530190214,1.0,9.707001005367804,1.0,3.256940290262585,1.0,2.7515302248510696,1.0,3.0016150022700265,1.0,0.8141163190986673,1.0,1.8218168101223082,1.0,1.1360362079847495,1.0,3.8332143169418535,1.0,2.6287605687731688,1.0,1.7757469753661173,1.0,2.53046706649026,1.0,1.3812722860421625,1.0,1.4481602082044123,0.9990000128746033
251,,,42.39145545427221,1.0,,,1.7447921586211312,1.0,26.79627871958633,1.0,11.240343052809463,1.0,6.738587918088388,1.0,5.723758380889271,0.9990000128746033,4.58966629664031,1.0,3.2406837524665137,1.0,3.109173755225608,1.0,6.796097499202348,0.9990000128746033,6.230504543275464,1.0,3.9835888831525987,0.9449999928474426,4.162213766421767,1.0,9.097651116083187,1.0,6.6254196885573275,1.0,4.479757539293695,1.0,7.975826576047659,1.0,4.520883140365903,0.9990000128746033,4.997712850845462,1.0,14.685795354061545,1.0
252,,,0.9383076660963444,1.0,,,2.7400723195900443,1.0,4.117892385299599,1.0,5.240756810286459,1.0,1.9758282290113334,1.0,4.565483271311004,1.0,2.2131009956797416,1.0,2.677625462636485,1.0,2.0016949233639676,1.0,4.000767413140379,1.0,2.7885877640687387,1.0,1.5133136043903492,1.0,1.7398234488605275,1.0,2.4761938916045327,1.0,4.490239973120742,1.0,1.5228097260992333,1.0,1.2655987606769417,1.0,3.0152540788492725,1.0,1.3392891454647415,1.0,1.2765780208782087,1.0
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8420876812570515,1.0,1.3572609147539434,1.0,,,1.3664674422161178,1.0
254,,,,,,,,,,,,,,,,,,,,,2.7662817406307156,1.0,2.563490482020386,1.0,4.758400911462456,1.0,0.5188264669114355,1.0,2.7336764868266097,1.0,0.637968964943162,1.0,1.768740622472215,1.0,2.1857396922360994,1.0,4.258548621103824,1.0,1.0163620194715375,1.0,1.9536280772649524,1.0,0.23228814956458368,1.0
255,,,,,,,,,,,,,,,,,,,,,10.626951987610003,1.0,10.151988079197773,1.0,14.641489515334456,1.0,4.254827025735327,1.0,13.504149591142522,1.0,11.67091665936222,1.0,10.50212122096186,1.0,1.492920348945967,1.0,23.300895166583317,1.0,12.712901231609639,0.9990000128746033,0.8690777294320334,1.0,10.557132308948466,0.9739999771118164
256,,,,,,,,,,,,,,,,,,,,,3.559226983208544,1.0,1.1602390609441715,1.0,1.446778002567577,1.0,0.6112810511400717,1.0,3.769453689020043,1.0,2.939980599864991,1.0,1.0991919315667462,1.0,0.6764148421209485,1.0,4.005762591139667,1.0,1.4565890229952128,1.0,1.5405974591545988,1.0,6.411981104699273,0.9990000128746033
257,,,,,,,,,,,,,,,,,,,,,2.526314841796246,1.0,3.297577816465802,1.0,3.0121093760025865,1.0,2.8639344583654527,1.0,1.5490658645007678,1.0,1.8093137237084127,1.0,1.9575148848173138,1.0,3.7224871710615512,1.0,2.039247440208985,1.0,2.0499545614749177,1.0,2.5677162207057616,1.0,3.270769393076188,1.0
258,,,,,,,,,,,,,,,,,,,,,2.3504053752475027,1.0,3.422437815614534,1.0,0.911802143427843,1.0,0.5342631859286545,1.0,2.0108841387415657,1.0,2.6494199453883875,1.0,2.7109250108748766,1.0,2.3040044883085895,1.0,0.7206947248869259,1.0,1.7755519936706992,1.0,0.6010911557620592,1.0,1.6778641474056621,1.0
259,,,,,,,,,,,,,,,,,,,,,2.16346144863686,1.0,2.0863619089193723,1.0,3.953134578519722,1.0,1.1038232015280522,1.0,4.717450752102903,1.0,3.1019724328321647,1.0,4.998180345426505,1.0,1.6979546593477997,1.0,1.7521730497717192,1.0,2.9018620867010916,1.0,0.8141007370940815,1.0,,
260,,,,,,,,,,,,,,,,,,,,,1.723676267576795,1.0,1.5961951025691223,1.0,3.4453678780746437,1.0,2.364589171496927,1.0,5.126288061838617,1.0,2.7160039583530198,1.0,1.0480281224593897,1.0,1.1308213936551454,1.0,2.1123943845281343,1.0,2.6637264114403765,1.0,2.590984120046044,1.0,1.2731367168829923,1.0
261,,,,,,,,,,,,,,,,,,,,,9.168601132367527,1.0,10.888047648880192,1.0,1.0795961892096582,1.0,7.954196437632482,1.0,2.2576145593031325,1.0,2.9410880238798462,1.0,9.565100974820043,1.0,11.733507319012803,0.8059999942779541,,,10.137585101298097,0.828000009059906,,,,
262,,,,,,,,,,,,,,,,,,,,,0.2554413031587456,1.0,4.955389825519351,1.0,3.868767542687965,1.0,1.5773694067046498,1.0,3.051999697898644,1.0,2.246359519128294,1.0,0.2311737150228883,1.0,2.173026415796176,1.0,0.4207046686757253,1.0,3.5958231751043837,1.0,1.22119716978733,1.0,2.4546677847628935,1.0
263,,,,,,,,,,,,,,,,,,,,,2.5046854679745967,1.0,4.096133383782715,1.0,0.044878198867584346,1.0,0.8195240358561835,1.0,0.8785411596176395,1.0,2.9414264173019427,1.0,3.1257163132793653,1.0,2.5894080769929877,1.0,1.986784873363689,1.0,2.6816346971935836,1.0,1.6520501125082991,1.0,1.6883367505437286,1.0
264,,,,,,,,,,,,,,,,,,,,,1.2091918015871037,1.0,7.702062385913703,1.0,2.4700520536655035,1.0,2.921351306953692,1.0,2.304773870278289,1.0,3.4044369232304734,1.0,1.288706224211713,1.0,3.1773485735131204,1.0,1.5917974710069818,1.0,2.363211955810738,1.0,1.1357447461470567,1.0,2.211462776404569,1.0
265,,,,,,,,,,,,,,,,,,,,,4.162866774767701,1.0,4.209637311157647,1.0,2.640855033499045,1.0,0.9182254731456492,1.0,5.273239997193311,1.0,1.6538884654617187,1.0,4.132873662255195,1.0,2.0928678147088116,1.0,2.3958923141912205,1.0,1.3463459925734969,1.0,1.9639124033050457,1.0,0.7087015657488712,1.0
266,,,,,,,,,,,,,,,,,,,,,1.4142914939148539,1.0,2.270448351645943,1.0,2.4421646165565933,1.0,2.122402799476283,1.0,3.57258118200847,1.0,1.5799785235716135,1.0,8.356248386372863,1.0,1.286074835966425,1.0,,,,,1.0525287342962355,1.0,,
267,574.6437839817978,0.4449999928474426,554.333731902046,0.03999999910593033,573.5091871689258,0.8119999766349792,571.9536858812909,1.0,577.6643915257888,1.0,,,,,,,,,,,12.087172794991584,1.0,10.294028266239392,0.5830000042915344,5.82897950143155,0.972000002861023,5.226790975955158,1.0,6.631711778032421,0.9990000128746033,9.75850134217242,0.996999979019165,7.056475708004733,1.0,7.343586992195829,0.9610000252723694,18.055077861897185,0.9990000128746033,593.8157797217718,0.36899998784065247,8.427760744366825,1.0,579.3678478463848,0.04699999839067459
268,,,,,,,,,,,,,,,,,,,,,1.915296957094549,1.0,0.7514137455377905,1.0,1.2560686800560075,1.0,1.9304576125341557,1.0,1.8717041777503303,1.0,3.4062717393752644,1.0,3.301831452262407,1.0,2.143663167585832,1.0,2.2927568190664465,1.0,0.5086693665954051,1.0,0.8027840806249359,1.0,1.9435561944468247,1.0
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63820604653703,1.0,3.2215654834820713,1.0,1.2902972208034582,1.0,2.475104708566446,1.0,2.992225903320621,1.0,1.7999616740712248,1.0,3.2466904003885295,1.0,1.0217840931296547,1.0
270,,,,,,,,,,,,,,,,,,,,,7.969102883299415,1.0,9.726003462423305,0.9589999914169312,7.179456152094143,1.0,,,5.655189692245966,1.0,1.2306058421975288,1.0,7.038458781548612,1.0,26.98254477404918,0.20800000429153442,,,,,59.45008256134024,0.7179999947547913,,
271,,,,,,,,,,,,,,,,,,,,,3.1356629619291665,1.0,1.1214573749155592,1.0,3.1452443563904375,1.0,1.1829773973523756,1.0,3.999639785668658,1.0,2.0163143251532554,1.0,2.062950601307409,1.0,0.601880876084832,1.0,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,20.935280886331594,0.9990000128746033,18.863399377750657,0.7429999709129333,24.245485184560373,1.0,8.089784660568046,0.9890000224113464,14.745219586772928,0.9959999918937683,5.88741891048478,0.9890000224113464,9.207096041013346,0.8700000047683716,7.800780356467629,0.9980000257492065,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,2.799863317513125,1.0,2.3550654817462466,1.0,6.11966468318755,1.0,1.1735930660711449,1.0,3.848595299906962,1.0,2.0201135496576104,1.0,1.2227832465283166,1.0,5.834570642175858,1.0,0.8608194903866451,1.0,1.1847038769493512,1.0,0.832327762585823,1.0,1.9751262703978787,1.0
274,,,,,,,,,,,,,,,,,,,,,6.737660513381425,1.0,9.60821770996022,1.0,2.5840672757610013,1.0,5.206980103137457,1.0,6.967572042718775,1.0,1.4486325819944388,1.0,0.40941985478810955,1.0,6.084106279151366,1.0,22.769030803407837,1.0,,,2.811949602612787,1.0,,
275,,,,,,,,,,,,,,,,,,,,,19.15363071111751,0.984000027179718,,,20.76150901903671,0.9990000128746033,,,25.116188363384378,0.9990000128746033,12.120189514375307,0.9769999980926514,11.693750090643473,1.0,21.052372368906674,0.1080000028014183,17.697420636591605,1.0,,,8.07819593186565,0.8080000281333923,52.48093478123883,0.17399999499320984
276,,,,,,,,,,,,,,,,,,,,,1.7076632084965853,1.0,2.848811282322556,1.0,2.4467597446485057,1.0,0.7742402207275884,1.0,1.5182959973781234,1.0,1.1258340535649605,1.0,4.916835365830301,1.0,4.9081409527553825,1.0,1.3437761271401616,1.0,,,1.2076474369684693,1.0,,
277,,,,,,,,,,,,,,,,,,,,,14.066081275714001,0.40799999237060547,,,17.511486755809813,0.3100000023841858,,,10.856935982848473,0.9750000238418579,4.409528967367685,0.968999981880188,5.122971529302189,1.0,11.276942657464463,1.0,18.035887011612257,1.0,27.242259835887072,0.05999999865889549,3.4199829695565658,1.0,30.11639251475673,0.1379999965429306
278,,,,,,,,,,,,,,,,,,,,,2.404254769116879,1.0,5.848003439670819,1.0,1.4071997783776657,1.0,3.80602153038112,1.0,0.9659331578929861,1.0,6.612086044264918,1.0,5.368868407775373,1.0,4.279079832974537,1.0,8.404591336340546,1.0,18.065916083682623,0.45100000500679016,6.599526159832904,1.0,13.880592400926497,0.9980000257492065
279,,,,,,,,,,,,,,,,,,,,,2.9784675941335816,1.0,4.606683430496887,1.0,0.8044925415727823,1.0,6.930313609476384,0.9879999756813049,2.400376266892415,1.0,2.688573274676392,1.0,1.9378929550077624,1.0,2.715815158592192,1.0,2.4845558156974348,1.0,3.575270498052656,1.0,2.7362052568429367,1.0,2.919508530513818,1.0
280,50.27132201817704,1.0,51.788478902723334,0.9850000143051147,24.948893127033045,1.0,1.636173038825924,1.0,29.048623148789574,1.0,5.7527338846910006,0.7519999742507935,20.463235061762084,0.4950000047683716,2.273558757820542,0.9729999899864197,6.120544363272509,1.0,23.88744850642954,0.9169999957084656,0.8537909643085576,1.0,3.5507436247019957,1.0,3.4506882034631685,1.0,2.6630275152705427,1.0,8.109128673400239,1.0,10.334174055980425,1.0,9.104901635973725,0.996999979019165,2.5004263916374847,1.0,26.642239485934567,1.0,,,1.7235090161523696,1.0,,
281,1.619706907387365,1.0,0.5015923997466679,1.0,2.025742491617364,1.0,3.5000607042083716,1.0,2.510373350598889,1.0,2.6189558235596877,1.0,2.448055474387908,1.0,1.427201038936672,1.0,1.363226545399821,1.0,0.4300279361275647,1.0,2.379680674807224,1.0,1.4769087366588136,1.0,3.5810340454660046,1.0,0.8852148325911993,1.0,3.29678705406803,1.0,1.820876087190231,1.0,3.568658798299617,1.0,2.0044408346224785,1.0,2.3764449380510326,1.0,2.9246206745989385,1.0,1.4395564654716284,1.0,0.8578981896702622,1.0
282,5.059232416818381,1.0,1.616847869388948,1.0,3.1381632079399804,1.0,1.6230826951056945,1.0,2.457145873890191,1.0,3.6399378264721456,1.0,1.2858992793653965,1.0,0.06027714545596755,1.0,1.117203113348937,1.0,3.0281693293135024,1.0,2.2448956334979644,1.0,5.810270373113522,1.0,1.680766214652512,1.0,1.3264812613659105,1.0,0.8288633592023216,1.0,3.67513456505656,1.0,2.2886783450725954,1.0,3.1302957090329637,1.0,3.5404705353419543,1.0,0.8735499413298555,1.0,2.146057326656667,1.0,0.7017114148311536,1.0
283,3.2846590721905704,1.0,1.2798586920775583,1.0,1.987522931243408,1.0,1.751818235298234,1.0,2.6439856197204854,1.0,2.392324358970348,1.0,3.466341819111706,1.0,2.089078061798323,1.0,1.081196973526574,1.0,2.0429387165406796,1.0,2.96863502160914,1.0,3.772367487634009,1.0,3.6746468550152267,1.0,3.1670139007462925,1.0,5.74755172461755,1.0,4.658731383213549,1.0,3.364336294258551,1.0,4.318581296549564,1.0,4.445827785514412,1.0,1.8228754212383247,1.0,2.476413992325849,1.0,1.8376170951366115,1.0
284,1.6732626601850493,1.0,1.818651444378734,1.0,1.4551995253407641,1.0,1.2320126054807419,1.0,3.7683018709248457,1.0,3.419640372956477,1.0,1.542689615935906,1.0,2.2744811142073997,1.0,1.9714149377210566,1.0,2.806444102786404,1.0,2.693699700489115,1.0,0.957124176152175,1.0,1.9106342008902741,1.0,2.839063089352726,1.0,3.3620374401741993,1.0,1.2856996968959755,1.0,3.4626954513566885,1.0,3.0379350992748893,1.0,2.9756995289455026,1.0,4.017472235123044,1.0,3.3930595904979004,1.0,3.911967999698225,1.0
285,,,,,,,,,,,,,,,,,,,,,5.761449251497094,1.0,11.996685885684704,1.0,4.156821072914573,1.0,19.211104007690174,1.0,2.2100528265675763,1.0,3.6617212543007653,1.0,4.77657635226793,1.0,3.209846231934034,1.0,7.937658035725535,0.949999988079071,5.3267594949034205,0.06499999761581421,4.73783144020789,1.0,6.100456684036185,0.1469999998807907
286,2.917146915269173,1.0,1.2338485856898327,1.0,2.1872166566757714,1.0,3.6984166011901647,1.0,1.0114384173613382,1.0,,,,,,,,,,,1.651360333468631,1.0,0.8648450551874006,1.0,3.6419259644665543,1.0,1.6491319487019354,1.0,3.129567606969444,1.0,0.17507173704971102,1.0,0.6931823895715152,1.0,3.2158767513660353,1.0,1.7345595200403547,1.0,3.338289259713631,1.0,2.700673078475225,1.0,3.878393958028805,1.0
287,,,,,,,,,,,,,,,,,,,,,2.7586467104328674,1.0,1.1017865739446728,1.0,4.013888263623976,1.0,2.5323760731229905,1.0,3.904362700358043,1.0,2.4246744186159463,1.0,4.194134906538312,1.0,1.803777425281872,1.0,1.723279449834162,1.0,0.975167377045732,1.0,2.3568231020593324,1.0,3.441076104846297,1.0
288,,,,,,,,,,,,,,,,,,,,,1.0232772020937355,1.0,2.587438394806492,1.0,3.0056923131040585,1.0,1.629536598313973,1.0,2.9599735335910333,1.0,1.5563036628724702,1.0,1.359550581193923,1.0,2.1960658489460925,1.0,1.7806782198821878,1.0,1.8429421730642905,1.0,0.9822223423398491,1.0,3.1692280272391513,1.0
289,,,,,,,,,,,,,,,,,,,,,2.686191196890142,1.0,3.0688298248551953,1.0,4.581793110294115,1.0,2.0211550914932053,1.0,2.8018607965469795,1.0,3.722922123342608,1.0,2.341050891921928,1.0,1.4854698004197346,1.0,2.6357835836847614,1.0,1.43418631807403,1.0,1.0127260937858011,1.0,0.3979456170901314,1.0
290,,,,,,,,,,,,,,,,,,,,,3.13451802374015,1.0,3.2167259889739044,1.0,4.111835558852789,1.0,2.523914424548453,1.0,4.938372494547581,1.0,0.6209738420483549,1.0,1.929083015696053,1.0,4.377457790900382,1.0,0.42489902724595596,1.0,1.782938736190946,1.0,4.966860407241936,1.0,2.7096288796995327,1.0
291,,,,,,,,,,,,,,,,,,,,,37.22147146708547,1.0,31.684628882672794,1.0,1.8920959211863164,1.0,3.9847563263379784,1.0,5.9731540828985565,1.0,3.238531344920136,1.0,3.10443753289137,1.0,4.2475065841216235,1.0,,,,,12.46394977222603,1.0,,
292,,,,,,,,,,,,,,,,,,,,,4.014606419941421,1.0,2.557524635538333,1.0,2.898150495509574,1.0,2.021048709971217,1.0,3.4902499700097698,1.0,4.970172754000571,1.0,4.553333194830401,1.0,1.5847895734657331,1.0,3.449065238149668,1.0,3.6497606985040534,1.0,1.501589108561344,1.0,0.4014933212007458,1.0
293,,,,,,,,,,,,,,,,,,,,,0.757045475779968,1.0,0.5574312378695074,1.0,0.8439041332446783,1.0,2.593775968961198,1.0,0.5142235696946803,1.0,1.5998039869030423,1.0,1.9220300016141034,1.0,2.043619891785772,1.0,,,3.5121316964045524,1.0,1.5919946621826975,1.0,0.9410060891298669,1.0
294,,,,,,,,,,,,,,,,,,,,,3.594650974410359,1.0,6.058189366552959,1.0,1.0418303203279513,1.0,4.9784335648141,1.0,2.3841068625173154,1.0,3.0308218178664683,1.0,3.53504087970056,1.0,3.8445339589177747,1.0,3.193371270487169,1.0,,,2.912235057762983,1.0,,
295,,,,,,,,,,,26.2596255585143,0.032999999821186066,88.84696453352113,0.5550000071525574,,,54.066901188734874,0.06800000369548798,72.5927060528749,0.6159999966621399,0.8045374896636234,1.0,6.632005642336394,1.0,1.39706355566728,1.0,3.564809616298503,1.0,3.961918612165949,1.0,10.743634468001426,1.0,7.931897711627365,1.0,2.1026308572272265,1.0,8.415234369743064,1.0,,,3.0071734505486267,1.0,,
296,0.7979854277003854,1.0,1.6433978666987121,1.0,2.5734516751224534,1.0,3.8182280566853293,1.0,2.5076011016270923,1.0,4.96104277697921,1.0,,,1.9185722867811648,1.0,2.0648774820451945,1.0,,,3.385197744369532,1.0,2.4004720326713502,1.0,3.389592285177232,1.0,,,0.9026182365563007,1.0,2.7556785803079817,1.0,1.550142552654652,1.0,3.602696368975779,1.0,4.83363323619883,1.0,1.3246478605238314,1.0,0.6742091685903139,1.0,5.035321535727106,1.0
297,1.8047692395834425,1.0,0.6315250899055014,1.0,1.956269136237951,1.0,1.679160103536708,1.0,1.1435945626752144,1.0,2.973068475440679,1.0,3.0708672654419993,1.0,0.710861560681828,1.0,1.3200840514782277,1.0,1.8537900389735036,1.0,1.7690518731263858,1.0,2.055729535631489,1.0,1.5441609443832702,1.0,,,1.9459735004641676,1.0,1.9810195078676707,1.0,1.7657599256507899,1.0,0.9190367204958702,1.0,1.8194407120097809,1.0,1.56190326279991,1.0,2.54084190618141,1.0,2.1725138253486813,1.0
298,,,,,,,,,,,6.743028686951726,1.0,7.866489092300858,1.0,5.7486251095853245,1.0,5.345473117209218,1.0,6.194809350752076,1.0,6.976303909787518,1.0,3.642317765462785,1.0,2.547485737918706,1.0,,,7.6329974041088,1.0,1.9026418546032422,1.0,6.826776368310733,1.0,6.619733546329194,0.9990000128746033,13.384310994470747,0.972000002861023,19.20957543685144,0.9520000219345093,4.474980745184261,0.9990000128746033,44.888833842598245,0.14100000262260437
299,2.898414489766399,1.0,3.778265987831024,1.0,6.138818741660189,1.0,1.8668822225499702,1.0,1.004237659032328,1.0,4.039760097530083,1.0,,,1.4821223666934957,1.0,1.4698331998218643,1.0,,,2.8648645197444376,1.0,3.1707760595049144,1.0,1.8910539507611992,1.0,3.4812589237073714,1.0,5.4006396302276,1.0,1.8190747241453367,1.0,4.697938629804895,1.0,2.257444541801988,1.0,2.9614134158682077,1.0,1.9833391229525705,1.0,2.2211789241209954,1.0,2.704024638499731,1.0
300,2.4083220959116667,1.0,4.125327394873475,1.0,2.6796531456341386,1.0,3.3486265150847103,1.0,2.4297081422974136,1.0,2.003958121071797,1.0,,,2.9046202118468565,1.0,0.9490808370984941,1.0,,,1.130792014400207,1.0,2.905778171284433,1.0,1.8799797694288851,1.0,5.270198878699922,1.0,1.7088803505332324,1.0,1.480941188178488,1.0,5.580034046878596,1.0,2.1880366416547448,1.0,2.101208660840203,1.0,1.8116203926434606,1.0,2.5199504160673425,1.0,0.9042578610181795,1.0
301,2.6373752022876538,1.0,,,0.9031009166537682,1.0,,,,,3.138132352420886,1.0,1.9479872781579164,1.0,3.4229337466505734,1.0,1.7948493339366551,1.0,1.7563696076135344,1.0,3.10300413977518,1.0,4.817177757335411,1.0,,,2.9203371623296848,1.0,3.3914115474850774,1.0,1.7078519556178662,1.0,2.636034421025672,1.0,0.7554141647578072,1.0,,,,,6.291334269368324,1.0,2.679663080372465,1.0
302,5.913081650015753,1.0,0.7972801274374195,1.0,2.200491158633698,1.0,2.355369003959685,1.0,1.8240146230903276,1.0,1.68492001194399,1.0,,,,,1.156268900403875,1.0,1.2586155074433103,1.0,4.625451570153757,1.0,1.2173874997995786,1.0,2.299894900657068,1.0,0.933347969386107,1.0,6.108075262839793,1.0,1.6803954345467627,1.0,3.785724851032262,1.0,0.5108233651559766,1.0,5.277747712337905,1.0,2.178454260897059,1.0,4.047833042422389,1.0,1.0833982168743619,1.0
303,2.076752852640598,1.0,3.7735949195974263,1.0,1.451020168633581,1.0,2.9491365236035465,1.0,2.1261767515437757,1.0,,,2.3987476687826885,1.0,,,3.1396274752481066,1.0,4.2656018044746755,1.0,2.962016212350997,1.0,2.03862709102153,1.0,3.856774664235806,1.0,0.23131825859517094,1.0,4.138492824575179,1.0,5.130311156953215,1.0,3.749024415531808,1.0,3.4187737689006426,1.0,4.340942249568315,1.0,1.4129304476197562,1.0,0.19280777813130157,1.0,2.621293268575934,1.0
304,3.0985847268366324,1.0,0.376268964908543,1.0,1.7315358565897647,1.0,0.7851854744083314,1.0,1.5137745968826295,1.0,1.9845301744250403,1.0,2.1313568725148886,1.0,1.6412480603820505,1.0,4.009705613517782,1.0,1.5394982288333832,1.0,0.5104282794424063,1.0,2.7427764552267786,1.0,0.3449859626896833,1.0,3.735150610197415,1.0,0.5010826425477087,1.0,2.5964006534777972,1.0,3.1315505297587083,1.0,4.769436249026868,1.0,2.8656084078289408,1.0,2.4282821778265102,1.0,1.650141599730775,1.0,1.8486255802589169,1.0
305,2.5986649444934815,1.0,2.797075766052407,1.0,1.8968792699228965,1.0,2.643671895456146,1.0,2.4013406212828037,1.0,0.7383257408845846,1.0,3.2583248209240656,1.0,3.7258051448239575,1.0,1.0317090254594647,1.0,0.7459610190823595,1.0,1.318504463179834,1.0,0.729190290674279,1.0,1.4982648150987028,1.0,0.8147127842963968,1.0,0.14281330461255573,1.0,1.0925866472527206,1.0,3.744053988952992,1.0,2.071269803384613,1.0,1.08648406869592,1.0,2.0453537208531087,1.0,3.2901931261463297,1.0,2.4678095293779974,1.0
306,3.2599747633142697,1.0,1.3534335254815144,1.0,1.3631017583449572,1.0,2.901257496581029,1.0,2.494804685486208,1.0,1.4082854152202273,1.0,2.4117758470087423,1.0,3.5525216021968924,1.0,1.706813911787455,1.0,2.0423304115384124,1.0,1.595458180429627,1.0,1.0155311357642234,1.0,2.88964469762195,1.0,2.9091753287108,1.0,3.3241247676729646,1.0,0.839937966912243,1.0,2.717764443799711,1.0,3.283495485342734,1.0,2.1636800147385133,1.0,,,2.1647605110385153,1.0,,
307,2.724327717047998,1.0,2.4682520651293114,1.0,3.8260247475549956,1.0,2.59991038774379,1.0,1.7707632001473046,1.0,2.8476258069698313,1.0,2.0603547949537035,1.0,3.963482609249244,1.0,2.4998185618357955,1.0,0.9864355080127478,1.0,1.068245808202541,1.0,3.421313344292171,1.0,1.525885038722165,1.0,2.665044095528829,1.0,3.947949347771872,1.0,0.8324864369564624,1.0,4.690635503724827,1.0,2.1773127773019394,1.0,,,,,2.644731859765408,1.0,,
308,3.053686530058391,1.0,2.5903172928027303,1.0,3.747491292821461,1.0,2.282655921203539,1.0,1.7445342051336494,1.0,1.9528219049917472,1.0,2.1693335039877892,1.0,4.784694473072887,1.0,4.0669567324222164,1.0,1.0686228378937421,1.0,3.7749507852358617,1.0,1.4579606473310087,1.0,3.3816041262351644,1.0,25.616093455018397,1.0,5.817003399500092,1.0,3.2611049559962066,1.0,2.4678637557458827,1.0,4.053476914923046,1.0,,,,,3.4424670246282276,1.0,,
309,3.468754507856426,1.0,3.064816961624273,1.0,3.07912086610561,1.0,2.2808384811228746,1.0,1.6439297707260994,1.0,4.316104084827674,1.0,1.6080546968130986,1.0,2.1112773941475345,1.0,1.972138381251095,1.0,1.6318723716108654,1.0,1.2736123396109398,1.0,0.5435991316754494,1.0,0.3560640858057214,1.0,,,3.1467786949103647,1.0,1.591536295455511,1.0,4.189013956160423,1.0,2.034204051463936,1.0,1.3876718855739076,1.0,3.154098105168085,1.0,1.20190936054281,1.0,1.8286175314262012,1.0
310,4.165225157992393,1.0,0.3753705031900477,1.0,1.081763953312089,1.0,2.245108084110639,1.0,0.7136491302062451,1.0,3.2919973362862107,1.0,3.1612780706470702,1.0,4.264129467953065,1.0,1.4224055424207755,1.0,1.7157776643772695,1.0,4.20069384339412,1.0,,,5.307426667696017,1.0,,,2.4665442621661917,1.0,3.5882299015161165,1.0,1.3352978890908467,1.0,1.7649296633420213,1.0,1.0661174698613665,1.0,3.0499775866333176,1.0,1.357450531882312,1.0,2.2225566115641877,1.0
311,2.3887508376173456,1.0,1.852359898883171,1.0,2.905189563904635,1.0,2.2837666382117727,1.0,3.777245114126544,1.0,1.7816400191877004,1.0,2.3918027707756693,1.0,4.026821283404559,1.0,0.5275062918483319,1.0,3.5152029909944873,1.0,2.2203588135791184,1.0,1.1010924358199892,1.0,1.790942497276724,1.0,,,2.115273705757765,1.0,3.2940751362348486,1.0,2.486498857437506,1.0,4.78360683783722,1.0,1.118960843548204,1.0,3.335151874972446,1.0,1.7935769427071075,1.0,2.779300719634504,1.0
312,0.8835838665136787,1.0,1.5505900169666356,1.0,2.6548945579751644,1.0,3.668183066222541,1.0,3.6904405493328496,1.0,2.2973177184240936,1.0,2.2840808331559055,1.0,4.6001054366462775,1.0,1.0205466184087675,1.0,4.468844956201712,1.0,1.6324729282121353,1.0,2.9153667194991106,1.0,2.3018494608289997,1.0,2.349180417162225,1.0,2.0919535009837507,1.0,3.207017636689029,1.0,0.7131618140021699,1.0,2.8982953685386317,1.0,1.4565735095712649,1.0,0.0978191197262847,1.0,2.357100951977408,1.0,0.13556406914913302,1.0
313,0.8827791076244834,1.0,2.030999581007424,1.0,1.6671269781161528,1.0,1.3388020956404603,1.0,2.5147388695887027,1.0,1.452139962936679,1.0,2.596172633928658,1.0,0.5346686652652275,1.0,1.139823340344096,1.0,3.640228227529845,1.0,2.8138962726488477,1.0,5.118754015735613,1.0,2.1298629549940062,1.0,1.210637847863332,1.0,1.008791258727063,1.0,0.78262174308392,1.0,1.6390138804683827,1.0,1.1479593196306668,1.0,0.8077413700899587,1.0,3.140699020364438,1.0,2.507837907284625,1.0,1.1332710788260503,1.0
